,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.8,0.87,0.5,0.98,0.96,0.89,0.75,0.5,0.0,0.98,0.88,0.94
echongl.csv,0.89,0.85,0.83,0.99,0.91,0.86,0.36,0.98,0.71,0.68,0.92,0.63
hazelcast.csv,0.35,0.35,0.38,0.34,0.32,0.32,0.29,0.37,0.35,0.34,0.37,0.31
japano.csv,0.4,0.42,0.51,0.38,0.49,0.35,0.32,0.46,0.35,0.45,0.38,0.38
jmol.csv,0.49,0.41,0.9,0.43,0.44,0.37,0.54,0.59,0.54,0.45,0.38,0.51
mobicents.csv,0.53,0.74,0.88,0.51,0.47,0.64,0.49,0.86,0.83,0.57,0.5,0.7
nunit.csv,0.47,0.46,0.49,0.67,0.66,0.69,0.67,0.85,0.86,0.81,0.59,0.89
openefm.csv,0.62,0.54,0.49,0.51,0.71,0.57,0.92,0.47,0.8,0.42,0.59,0.68
snakeyaml.csv,0.5,0.65,0.61,0.56,0.72,0.59,0.48,0.96,0.5,0.67,0.56,0.49
trackit.csv,0.61,0.71,0.58,0.7,0.76,0.85,0.51,0.98,0.57,0.53,0.92,0.69
unicase.csv,0.47,0.44,0.5,0.44,0.52,0.35,0.35,0.66,0.67,0.44,0.4,0.52
wheat.csv,0.55,0.46,0.82,0.58,0.5,0.93,0.38,0.86,0.52,0.68,0.54,0.42
