,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.11,0.23,0.0,0.19,0.23,0.21,0.05,0.09,0.0,0.11,1.0,0.12
echongl.csv,0.11,0.26,0.12,0.21,0.19,0.37,0.99,0.09,0.4,0.38,0.0,0.25
hazelcast.csv,0.58,1.0,0.49,0.45,0.52,0.33,0.0,0.52,0.0,0.67,0.41,0.51
japano.csv,0.45,0.35,0.54,0.24,1.0,0.32,0.13,0.56,0.0,0.29,0.36,0.24
jmol.csv,0.58,0.66,0.18,0.62,0.43,0.99,0.49,0.58,0.44,0.48,0.37,0.5
mobicents.csv,0.51,0.4,0.28,0.98,0.46,0.39,0.5,0.46,0.13,0.46,0.59,0.45
nunit.csv,0.54,0.34,0.45,0.46,0.52,0.35,0.41,0.42,0.13,0.29,0.54,0.93
openefm.csv,0.95,0.56,0.58,0.57,0.26,0.51,0.09,0.71,0.36,0.29,0.54,0.52
snakeyaml.csv,0.54,0.37,0.71,0.59,0.61,0.5,0.47,0.94,0.54,0.43,0.83,0.58
trackit.csv,0.44,0.39,0.94,0.41,0.34,0.34,0.61,0.13,0.48,0.54,0.14,0.39
unicase.csv,0.54,0.67,0.5,0.59,0.35,0.47,0.39,0.33,0.39,0.99,0.54,0.67
wheat.csv,0.42,0.66,0.24,0.42,0.49,0.16,0.49,0.45,0.91,0.35,0.61,0.46
