,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.91,0.89,1.0,0.84,0.82,0.82,0.96,0.93,1.0,0.91,0.0,0.9
echongl.csv,0.91,0.79,0.91,0.84,0.9,0.7,0.01,0.95,0.71,0.71,1.03,0.87
hazelcast.csv,0.78,0.0,0.84,0.85,0.77,0.91,1.0,0.82,1.0,0.65,0.87,0.82
japano.csv,0.86,0.9,0.79,0.94,0.0,0.92,0.98,0.77,1.0,0.94,0.9,0.94
jmol.csv,0.54,0.46,0.87,0.58,0.86,0.04,0.61,0.54,0.76,0.64,0.92,0.66
mobicents.csv,0.61,0.7,0.82,0.02,0.78,0.72,0.57,0.61,0.9,0.64,0.64,0.63
nunit.csv,0.78,0.92,0.85,0.63,0.57,0.71,0.66,0.64,0.91,0.76,0.56,0.08
openefm.csv,0.06,0.65,0.74,0.58,0.79,0.67,0.94,0.53,0.72,0.94,0.56,0.56
snakeyaml.csv,0.76,0.96,0.5,0.64,0.58,0.68,0.84,0.07,0.78,0.79,0.5,0.74
trackit.csv,0.75,0.68,0.07,0.75,0.77,0.82,0.52,0.92,0.77,0.66,0.9,0.74
unicase.csv,0.76,0.63,0.81,0.73,0.92,0.84,0.89,0.82,0.79,0.02,0.79,0.53
wheat.csv,0.71,0.46,0.82,0.74,0.6,0.88,0.79,0.63,0.11,0.81,0.58,0.81
