,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.09,0.2,0.0,0.16,0.19,0.18,0.04,0.07,0.0,0.09,1.0,0.1
echongl.csv,0.09,0.22,0.1,0.18,0.16,0.32,0.99,0.07,0.36,0.34,0.0,0.22
hazelcast.csv,0.97,1.0,0.71,0.89,0.61,0.95,1.0,1.0,1.0,0.86,0.88,0.82
japano.csv,0.91,0.93,0.73,0.92,1.0,0.91,0.89,0.78,0.96,0.8,1.0,0.95
jmol.csv,0.55,0.65,0.15,0.64,0.46,1.0,0.46,0.56,0.43,0.45,0.75,0.48
mobicents.csv,0.48,0.36,0.24,0.98,0.46,0.35,0.45,0.41,0.11,0.42,0.62,0.4
nunit.csv,0.76,0.82,0.78,0.42,0.48,0.31,0.36,0.37,0.11,0.25,0.5,0.92
openefm.csv,0.94,0.58,0.76,0.56,0.22,0.5,0.07,0.78,0.32,0.82,0.5,0.48
snakeyaml.csv,0.67,0.47,0.76,0.62,0.63,0.48,0.55,0.93,0.68,0.43,1.0,0.72
trackit.csv,0.42,0.35,0.93,0.38,0.3,0.31,0.59,0.11,0.5,0.54,0.12,0.35
unicase.csv,0.67,0.8,0.66,0.77,0.77,0.86,0.79,0.3,0.36,0.99,0.75,0.7
wheat.csv,0.39,0.65,0.2,0.39,0.45,0.13,0.53,0.41,0.89,0.32,0.62,0.48
