,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.16,0.31,0.0,0.26,0.32,0.3,0.08,0.14,0.0,0.16,1.0,0.14
echongl.csv,0.14,0.35,0.17,0.26,0.27,0.47,0.99,0.06,0.44,0.47,0.0,0.17
hazelcast.csv,0.55,1.0,0.66,0.66,0.73,0.88,0.84,0.27,0.7,0.82,0.23,0.34
japano.csv,0.5,0.89,0.68,0.66,1.0,0.86,0.79,0.23,0.68,0.74,0.25,0.34
jmol.csv,0.51,0.77,0.24,0.62,0.61,1.0,0.59,0.31,0.46,0.57,0.2,0.31
mobicents.csv,0.45,0.51,0.34,0.98,0.61,0.49,0.6,0.35,0.18,0.55,0.25,0.38
nunit.csv,0.46,0.83,0.7,0.51,0.64,0.46,0.51,0.33,0.17,0.38,0.32,0.95
openefm.csv,0.95,0.7,0.7,0.58,0.35,0.62,0.12,0.31,0.42,0.75,0.32,0.42
snakeyaml.csv,0.44,0.58,0.76,0.59,0.76,0.6,0.6,0.96,0.59,0.53,0.38,0.34
trackit.csv,0.35,0.5,0.96,0.42,0.46,0.44,0.69,0.08,0.5,0.63,0.1,0.26
unicase.csv,0.44,0.84,0.64,0.64,0.84,0.84,0.74,0.14,0.41,0.99,0.23,0.42
wheat.csv,0.37,0.77,0.31,0.44,0.61,0.22,0.59,0.29,0.94,0.43,0.28,0.25
