,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.29,0.04,0.67,0.41,0.21,0.63,0.52,0.65,0.44,0.2,0.36,0.76,0.41,0.45,0.47,0.47,0.28,0.45,0.24
delphilhlplib.csv,0.92,0.43,0.0,0.7,0.79,0.38,0.34,0.52,0.44,0.67,0.21,0.58,0.84,0.77,0.79,0.35,0.59,0.12,0.62
exordium.csv,0.04,0.15,0.61,0.05,0.0,0.76,0.68,0.03,0.56,0.04,0.0,0.25,0.07,0.13,0.05,0.09,1.0,0.03,0.78
fltk.csv,0.54,0.26,0.28,0.11,0.29,0.52,0.39,0.13,0.0,0.25,0.38,0.11,0.07,0.09,0.37,0.29,0.14,0.15,0.47
genoviz.csv,0.04,0.1,0.39,0.0,0.0,0.04,0.05,0.03,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.0,0.0,0.12,0.0
gzigzag.csv,0.38,0.14,0.11,0.11,0.16,0.01,0.1,0.03,0.22,0.1,0.13,0.07,0.02,0.02,0.11,0.15,0.0,0.02,0.11
irrlicht.csv,0.79,0.91,0.22,0.87,0.77,0.38,0.53,0.39,0.78,0.0,0.98,0.85,0.82,0.91,0.68,0.71,0.07,0.77,0.62
kmess.csv,0.33,0.91,0.17,0.45,0.29,0.31,0.52,0.48,0.56,0.55,0.45,0.32,0.59,0.42,0.63,0.0,0.69,0.27,0.67
moast.csv,0.08,0.12,0.17,0.11,0.11,0.22,0.1,0.06,0.22,0.02,0.06,0.01,0.03,0.02,0.0,0.15,0.03,0.09,0.44
mptvseries.csv,0.62,0.66,0.11,0.26,0.3,0.34,0.34,0.0,0.44,0.24,0.19,0.25,0.16,0.11,0.37,0.35,0.17,0.15,0.49
nativeclient.csv,0.21,0.69,0.22,0.39,0.52,0.52,0.58,0.48,0.56,0.55,0.47,0.25,0.5,0.57,0.53,0.69,0.69,0.0,0.8
openfrag.csv,0.75,0.79,0.72,0.68,0.57,0.54,0.62,0.55,0.89,0.73,0.74,0.56,0.46,0.02,0.68,0.71,0.55,0.8,0.89
phet.csv,0.79,0.51,0.78,0.8,0.75,0.67,0.0,0.68,0.89,0.9,0.62,0.97,0.98,0.92,0.95,0.78,1.0,0.74,0.56
qdvdauthor.csv,0.62,0.63,0.06,0.49,0.5,0.14,0.33,0.42,0.22,0.47,0.55,0.35,0.4,0.36,0.0,0.42,0.03,0.75,0.13
qse.csv,0.75,0.61,0.56,0.36,0.45,0.58,0.56,0.42,1.0,0.61,0.0,0.34,0.33,0.23,0.42,0.4,0.69,0.18,0.69
sauerbraten.csv,0.0,1.0,0.28,0.23,0.29,0.23,0.26,0.26,0.67,0.29,0.23,0.41,0.16,0.19,0.42,0.13,0.14,0.71,0.33
toped.csv,0.88,1.0,0.83,0.94,0.79,0.32,0.96,0.45,0.0,0.9,0.94,0.49,0.74,0.15,0.68,0.78,0.28,0.89,0.22
truevision.csv,0.71,0.65,0.39,0.39,0.43,0.9,0.76,0.29,0.78,0.37,0.72,0.0,0.27,0.58,0.47,0.4,0.76,0.26,0.98
zoolib.csv,0.0,0.05,0.17,0.06,0.14,0.05,0.19,0.1,0.11,0.14,0.0,0.0,0.0,0.02,0.05,0.11,0.03,0.08,0.04
