,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.13,0.0,0.06,0.0,0.42,0.0,0.69,0.67,0.68,0.53,0.38,0.53,0.64,0.0,0.72,0.0,0.44,0.06,0.0
autat.csv,0.34,0.58,0.28,0.06,0.69,0.15,0.54,0.51,0.28,0.43,0.42,0.1,0.36,0.02,0.06,0.43,0.12,0.9,0.65
critterding.csv,0.59,0.61,0.45,0.0,0.32,0.0,0.34,0.65,0.55,0.0,0.46,0.49,0.35,0.4,0.61,0.66,0.29,0.69,0.44
elateportal.csv,0.54,0.53,0.51,0.0,0.63,0.4,0.71,0.48,0.59,0.0,0.48,0.46,0.37,0.61,0.96,0.48,0.24,0.7,0.54
factor.csv,0.1,0.39,0.06,0.01,0.15,0.0,0.37,0.59,0.07,0.33,0.0,0.0,0.44,0.02,0.46,0.44,0.07,0.89,0.58
fceugc.csv,0.58,0.36,0.68,0.21,0.6,0.5,0.5,0.42,0.45,0.04,0.61,0.56,0.47,0.22,0.11,0.39,0.58,0.68,0.65
jstock.csv,0.51,0.37,0.23,0.37,0.68,0.37,0.69,0.36,0.53,0.01,0.63,0.83,0.31,0.35,0.21,0.16,0.12,0.46,0.31
keyczar.csv,0.2,0.35,0.22,0.66,0.07,0.0,0.1,0.04,0.02,0.39,0.14,0.34,0.31,0.72,0.81,0.2,0.27,0.23,0.18
mimosa.csv,0.48,0.45,0.23,0.0,0.24,0.76,0.6,0.52,0.31,0.71,0.35,0.64,0.76,0.0,0.0,0.0,0.21,0.35,0.53
miranda.csv,0.0,0.0,0.64,0.0,0.07,0.06,0.54,0.0,0.13,0.15,0.4,0.0,0.22,0.54,0.79,0.0,0.01,0.02,0.72
nativeclient.csv,0.6,0.28,0.37,0.41,0.53,0.79,0.64,0.69,0.65,0.01,0.56,0.57,0.27,0.18,0.11,0.58,0.68,0.24,0.61
ogre.csv,0.44,0.38,0.53,0.96,0.45,0.68,0.29,0.43,0.37,0.73,0.57,0.42,0.61,0.0,0.0,0.47,0.47,0.26,0.33
openfrag.csv,0.2,0.6,0.58,0.0,0.37,0.71,0.68,0.48,0.76,0.31,0.58,0.64,0.62,0.02,0.78,0.63,0.54,0.69,0.63
qdvdauthor.csv,0.3,0.64,0.59,0.48,0.35,0.54,0.45,0.0,0.61,0.5,0.75,0.27,0.59,0.36,0.02,0.0,0.35,0.18,0.47
qse.csv,0.5,0.42,0.68,0.24,0.53,0.41,0.66,0.81,0.45,0.66,0.52,0.37,0.26,0.27,0.11,0.43,0.39,0.65,0.67
reactos-mirror.csv,0.65,0.68,0.67,0.0,0.53,0.69,0.66,0.83,0.78,0.84,0.64,0.61,0.58,0.27,0.79,0.0,0.65,0.06,0.0
sandiaportals.csv,0.58,0.59,0.55,0.16,0.64,0.34,0.59,0.66,0.69,0.0,0.6,0.5,0.48,0.1,0.0,0.78,0.58,0.77,0.61
synergyspace.csv,0.34,0.53,0.12,0.32,0.42,0.7,0.2,0.53,0.41,0.66,0.24,0.46,0.66,0.36,0.11,0.13,0.58,0.06,0.11
uclmda.csv,0.1,0.32,0.12,0.07,0.22,0.0,0.0,0.13,0.07,0.99,0.02,0.0,0.29,0.43,0.06,0.15,0.02,0.75,0.13
