,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.58,0.29,0.85,0.54,0.32,0.18,0.1,0.27,0.97,0.35,0.47,0.18,0.26,0.42,0.38
biodwh.csv,0.73,0.15,0.54,0.36,0.3,0.2,0.44,0.14,0.0,0.33,0.29,0.02,1.0,0.11,0.3
brlcad.csv,0.69,0.98,0.76,0.7,0.31,0.34,0.53,0.83,0.33,0.49,0.77,0.94,0.23,0.61,0.85
delphilhlplib.csv,0.71,0.4,0.99,0.64,0.47,0.35,0.42,0.81,0.35,0.47,0.75,0.94,0.16,0.6,0.78
exordium.csv,0.33,0.3,0.79,0.18,0.97,0.38,0.5,0.32,0.23,0.54,0.33,0.08,0.14,0.44,0.38
fltk.csv,0.72,0.44,0.56,0.98,0.52,0.31,0.57,0.33,0.15,0.51,0.58,0.97,0.33,0.39,0.22
gzigzag.csv,0.45,0.1,0.48,0.52,0.36,1.0,0.42,0.62,0.06,0.14,0.45,0.19,0.26,0.33,0.29
jcache.csv,0.67,0.43,0.81,0.45,0.36,0.43,0.5,0.69,0.33,0.57,0.58,0.94,0.28,0.99,0.73
mimosa.csv,0.77,0.36,0.75,0.66,0.45,0.44,0.58,0.61,0.35,0.99,0.63,0.11,0.2,0.68,0.47
moast.csv,0.76,0.4,0.83,0.73,0.4,0.39,0.55,0.99,0.35,0.72,0.81,1.0,0.28,0.78,0.8
mptvseries.csv,0.79,0.3,0.26,0.62,0.53,0.44,0.97,0.19,0.38,0.59,0.37,0.31,0.25,0.46,0.22
ogre.csv,0.76,0.4,0.85,0.73,0.4,0.38,0.5,1.0,0.32,0.64,0.78,0.94,0.23,0.62,0.84
qdvdauthor.csv,0.35,0.14,0.2,0.54,0.39,0.29,0.47,0.69,0.14,0.56,1.0,0.75,0.16,0.58,0.55
sauerbraten.csv,0.99,0.35,0.76,0.6,0.43,0.42,0.47,0.54,0.34,0.44,0.53,0.25,0.33,0.56,0.4
zxing.csv,0.56,0.01,0.53,0.61,0.31,0.28,0.64,0.48,0.26,0.32,0.7,0.33,0.3,0.31,0.98
