,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.78,0.26,0.78,0.7,0.32,0.15,1.0,0.95,1.0,0.46,0.7,0.49,0.18,1.0,0.78
biodwh.csv,0.81,0.23,0.72,0.74,0.5,0.33,0.75,0.89,0.0,0.8,0.88,0.67,1.0,0.5,0.91
brlcad.csv,0.59,0.99,0.72,0.57,0.22,0.22,0.39,0.99,0.2,0.39,0.69,0.89,0.14,0.46,0.8
delphilhlplib.csv,0.65,0.25,1.0,0.59,0.31,0.24,0.32,0.99,0.21,0.41,0.72,0.89,0.1,0.45,0.77
exordium.csv,0.89,0.24,0.8,0.82,1.0,0.32,0.44,0.98,0.16,0.56,0.64,0.29,0.12,0.38,0.82
fltk.csv,0.69,0.33,0.88,0.98,0.4,0.24,0.62,0.98,0.13,0.64,0.69,0.96,0.28,0.75,1.0
gzigzag.csv,0.86,0.17,0.62,0.67,0.43,1.0,0.42,0.98,0.06,0.75,0.72,0.68,0.19,0.57,0.77
jcache.csv,0.62,0.28,0.73,0.59,0.27,0.29,0.41,0.98,0.21,0.51,0.76,0.94,0.17,0.97,0.82
mimosa.csv,0.67,0.24,0.79,0.68,0.3,0.35,0.48,0.98,0.24,0.97,0.7,0.81,0.14,0.71,0.86
moast.csv,0.62,0.25,0.75,0.57,0.25,0.25,0.38,0.98,0.22,0.57,0.68,1.0,0.16,0.67,0.76
mptvseries.csv,0.72,0.22,0.89,0.79,0.53,0.41,0.95,1.0,0.33,0.78,0.71,0.91,0.25,0.79,1.0
ogre.csv,0.62,0.25,0.75,0.57,0.25,0.24,0.36,1.0,0.19,0.48,0.67,0.89,0.13,0.45,0.76
qdvdauthor.csv,0.69,0.15,0.86,0.54,0.25,0.35,0.39,0.98,0.12,0.51,1.0,1.0,0.15,0.68,0.85
sauerbraten.csv,1.0,0.25,0.78,0.71,0.36,0.35,0.47,0.99,0.28,0.56,0.64,0.71,0.22,0.75,0.79
zxing.csv,0.66,0.2,0.63,0.65,0.38,0.22,0.56,0.96,0.22,0.37,0.81,0.75,0.19,0.33,1.0
