,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.89,0.66,0.71,0.71,0.8,0.79,0.8,0.03,0.67,0.72,0.8,0.76,0.6,0.86,0.79,0.77,0.59,0.68
bacula.csv,0.02,0.62,0.5,0.54,0.54,0.66,0.49,0.75,0.6,0.66,0.59,0.56,0.55,0.69,0.8,0.74,0.58,0.53
blue-c.csv,0.63,0.6,0.79,0.77,0.63,0.63,0.03,0.75,0.89,0.71,0.39,0.67,0.53,0.5,0.79,0.65,0.72,0.68
enlightenment.csv,0.67,0.61,0.64,0.61,0.54,0.02,0.44,0.64,0.6,0.64,0.63,0.65,0.58,0.6,0.7,0.5,0.55,0.53
fltk.csv,0.82,0.02,0.65,0.49,0.66,0.76,0.87,0.6,0.74,0.62,0.61,0.87,0.56,0.75,0.72,0.88,0.67,0.43
freewrl.csv,0.55,0.63,0.79,0.71,0.73,0.67,0.67,0.74,0.58,0.66,0.61,0.0,0.76,0.64,0.73,0.66,0.55,0.57
genecys.csv,0.78,0.77,0.64,0.92,0.72,0.69,0.51,0.76,0.67,0.73,0.02,0.59,0.92,0.82,0.9,0.72,0.89,0.78
genoviz.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.97,1.0,1.0,1.0,0.86,0.02
gzigzag.csv,0.73,0.97,1.0,0.9,0.0,0.79,0.87,0.78,0.78,0.88,1.01,0.97,0.8,0.6,0.85,1.0,0.77,0.62
jparsec.csv,0.82,0.83,0.97,0.64,0.59,0.75,0.81,0.48,0.59,0.77,0.63,0.96,0.7,0.78,0.09,0.67,0.55,0.58
lportal.csv,0.9,0.87,0.84,0.97,0.89,0.89,0.9,1.01,0.84,0.82,0.9,0.73,0.92,0.89,1.0,0.66,0.15,0.55
ogrehg.csv,0.51,0.62,0.75,0.83,0.55,0.7,0.7,0.61,0.5,0.02,0.61,0.75,0.39,0.55,0.67,0.64,0.58,0.49
patterntesting.csv,0.6,0.53,0.43,0.02,0.59,0.63,0.43,0.53,0.49,0.63,0.66,0.58,0.55,0.51,0.52,0.9,0.53,0.55
pfaedit.csv,0.61,0.82,0.0,0.71,0.46,0.71,0.66,0.53,0.61,0.68,0.78,0.96,0.71,0.54,0.65,0.75,0.73,0.55
pgui.csv,0.7,0.7,0.86,0.5,0.64,0.73,0.68,0.72,0.86,0.68,0.91,0.64,0.72,0.04,0.67,0.93,0.75,0.86
roller.csv,0.85,0.64,0.76,0.58,0.6,0.67,0.38,0.61,0.76,0.58,0.63,1.0,0.04,0.79,0.84,0.58,0.56,0.63
sylpheed-claws.csv,0.67,0.66,0.48,0.67,0.59,0.64,0.52,0.49,0.02,0.53,0.61,0.59,0.48,0.6,0.72,0.66,0.61,0.57
xbg.csv,0.99,0.93,1.0,1.0,0.93,0.98,1.0,1.0,0.88,0.84,1.0,0.96,0.92,1.0,1.0,0.12,0.99,0.81
