,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.69,0.76,0.71,0.64,0.38,0.64,0.75,1.0,0.66,0.43,0.85,0.53,0.74,0.41,0.56,0.18,0.09,0.12
bacula.csv,0.99,0.66,0.73,0.51,0.33,0.62,0.72,0.32,0.56,0.43,0.91,0.62,0.72,0.31,0.36,0.12,0.06,0.17
blue-c.csv,0.72,0.64,0.58,0.41,0.28,0.65,1.0,0.36,0.45,0.41,0.94,0.57,0.71,0.4,0.35,0.15,0.05,0.11
enlightenment.csv,0.7,0.67,0.65,0.57,0.36,1.0,0.76,0.37,0.57,0.47,0.91,0.6,0.68,0.34,0.41,0.22,0.06,0.17
fltk.csv,0.78,0.99,0.8,0.58,0.34,0.68,0.8,0.39,0.5,0.58,0.9,0.5,0.7,0.34,0.39,0.25,0.05,0.3
freewrl.csv,0.76,0.62,0.57,0.69,0.23,0.65,0.83,0.3,0.59,0.43,0.9,1.0,0.57,0.32,0.4,0.14,0.07,0.14
genecys.csv,0.71,0.61,0.68,0.38,0.26,0.64,0.68,0.37,0.56,0.45,1.0,0.61,0.6,0.3,0.4,0.15,0.05,0.12
genoviz.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.83
gzigzag.csv,0.93,0.57,0.0,0.75,1.0,0.76,1.0,0.8,0.78,0.5,0.33,0.33,0.94,0.48,0.7,0.0,0.22,0.22
jparsec.csv,0.63,0.53,0.6,0.55,0.33,0.58,0.51,0.46,0.57,0.37,0.89,0.5,0.6,0.26,1.0,0.19,0.06,0.16
lportal.csv,0.5,0.45,0.5,1.0,0.14,0.47,0.41,0.0,0.37,0.36,1.0,0.56,0.4,0.17,0.0,0.21,1.0,0.15
ogrehg.csv,0.78,0.66,0.6,0.83,0.38,0.59,0.55,0.4,0.64,1.0,0.9,0.53,0.82,0.39,0.55,0.27,0.06,0.19
patterntesting.csv,0.74,0.74,0.76,0.97,0.3,0.69,0.82,0.43,0.64,0.57,0.89,0.61,0.7,0.41,0.53,0.08,0.06,0.15
pfaedit.csv,0.75,0.6,1.0,0.69,0.47,0.73,0.69,0.47,0.66,0.46,0.86,0.5,0.71,0.38,0.55,0.67,0.06,0.15
pgui.csv,0.75,0.65,0.5,0.54,0.3,0.57,0.77,0.31,0.37,0.41,0.82,0.59,0.63,0.98,0.43,0.05,0.04,0.07
roller.csv,0.88,0.62,0.62,0.48,0.3,0.8,0.74,0.56,0.61,0.49,0.91,0.0,1.0,0.59,0.31,0.2,0.06,0.12
sylpheed-claws.csv,0.69,0.62,0.74,0.46,0.31,0.65,0.71,0.47,0.98,0.53,0.9,0.65,0.73,0.36,0.39,0.2,0.05,0.14
xbg.csv,0.25,0.75,0.0,0.0,0.5,0.6,0.0,0.0,0.47,0.51,0.0,0.5,0.86,0.0,0.0,1.0,0.01,0.17
