,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,0.0,10.0,7.0
badtrinity-zero.csv,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,17.0
betoffice.csv,0.0,4.0,0.0,1.0,0.0,0.0,10.0,0.0,14.0,41.0,0.0,9.0,12.0
exordium.csv,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,9.0
fltk.csv,0.0,3.0,0.0,0.0,1.0,7.0,14.0,0.0,2.0,5.0,0.0,7.0,7.0
gabel.csv,0.0,58.0,0.0,0.0,89.0,1.0,74.0,1.0,82.0,0.0,0.0,0.0,49.0
genoviz.csv,52.0,58.0,0.0,0.0,89.0,86.0,0.0,59.0,82.0,99.0,223.0,0.0,0.0
irrlicht.csv,0.0,10.0,0.0,2.0,5.0,7.0,9.0,0.0,0.0,5.0,0.0,9.0,6.0
nug.csv,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,6.0,11.0,0.0,11.0,3.0
rezilla.csv,0.0,0.0,1.0,3.0,1.0,5.0,1.0,0.0,14.0,44.0,0.0,6.0,29.0
toped.csv,0.0,2.0,0.0,7.0,0.0,7.0,10.0,0.0,0.0,13.0,0.0,12.0,12.0
xmemcached.csv,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,2.0,3.0
zoolib.csv,52.0,1.0,8.0,1.0,89.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,1.0
