,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.65,0.04,0.76,0.73,0.0,0.13,0.0,1.0,1.0,0.13,0.67,0.22,0.09,0.75,0.75
biodwh.csv,0.54,0.0,0.76,0.53,0.21,0.29,0.44,0.98,0.17,0.75,0.79,0.46,1.0,0.68,0.85
brlcad.csv,0.64,1.0,0.73,0.55,0.18,0.23,0.4,0.98,0.19,0.39,0.69,0.89,0.14,0.42,0.77
delphilhlplib.csv,0.79,0.35,1.0,0.73,0.34,0.33,0.25,1.0,0.37,0.76,0.83,1.0,0.29,0.78,0.7
exordium.csv,0.82,0.23,0.77,0.86,1.0,0.3,0.4,0.98,0.18,0.45,0.6,0.48,0.13,0.7,0.83
fltk.csv,0.78,0.3,0.83,1.0,0.41,0.35,0.64,1.0,0.44,0.68,0.62,0.94,0.18,0.73,0.62
gzigzag.csv,0.74,0.29,1.0,0.7,0.39,1.0,0.59,1.0,0.27,0.78,0.5,0.5,0.1,0.59,0.67
jcache.csv,0.65,0.26,0.69,0.56,0.21,0.22,0.33,0.97,0.24,0.4,0.63,0.89,0.14,1.0,0.8
mimosa.csv,0.65,0.26,0.76,0.66,0.26,0.27,0.29,0.99,0.18,0.97,0.65,0.98,0.13,0.69,0.7
moast.csv,0.62,0.25,0.75,0.57,0.25,0.24,0.38,0.98,0.2,0.48,0.68,1.0,0.13,0.43,0.79
mptvseries.csv,0.68,0.26,0.91,0.76,0.43,0.36,1.0,1.0,0.25,0.76,0.67,0.92,0.24,0.73,0.88
ogre.csv,0.62,0.25,0.75,0.57,0.25,0.24,0.38,1.0,0.19,0.48,0.68,0.89,0.14,0.45,0.77
qdvdauthor.csv,0.55,0.36,0.7,0.56,0.24,0.5,0.38,0.97,0.23,0.62,1.0,1.0,0.1,0.6,1.0
sauerbraten.csv,1.0,0.25,0.65,0.7,0.41,0.34,0.31,0.97,0.2,0.53,0.56,0.83,0.17,0.79,0.9
zxing.csv,0.61,0.0,0.77,0.58,0.27,0.29,0.44,0.97,0.19,0.34,0.74,0.8,0.15,0.63,1.0
