,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.32,0.02,0.45,0.07,0.0,0.2,0.0,0.04,0.95,0.1,0.06,0.04,0.2,0.11,0.25
biodwh.csv,0.21,0.0,0.54,0.44,0.19,0.28,0.41,0.41,0.35,0.1,0.57,0.09,1.0,0.49,0.43
brlcad.csv,0.53,0.96,0.0,0.09,0.31,0.48,0.55,0.57,0.27,0.0,0.47,0.27,0.53,0.26,0.24
delphilhlplib.csv,0.43,0.62,1.0,0.15,0.55,0.6,0.29,0.06,0.48,0.39,0.15,0.1,0.2,0.46,0.14
exordium.csv,0.41,0.48,0.42,0.11,1.0,0.63,0.25,0.3,0.46,0.47,0.18,0.1,0.36,0.51,0.61
fltk.csv,0.65,0.16,0.42,0.98,0.68,0.51,0.52,0.19,0.29,0.49,0.35,0.56,0.29,0.28,0.11
gzigzag.csv,0.64,0.48,0.05,0.34,0.41,0.98,0.69,0.32,0.23,0.21,0.14,0.05,0.1,0.33,0.05
jcache.csv,0.47,0.44,0.41,0.42,0.35,0.51,0.25,0.34,0.65,0.43,0.34,0.43,0.52,1.0,0.58
mimosa.csv,0.61,0.47,0.58,0.64,0.57,0.61,0.42,0.65,0.51,0.96,0.48,0.79,0.48,0.74,0.4
moast.csv,0.0,0.0,0.37,0.0,0.0,0.5,0.0,0.0,0.51,0.09,0.0,1.0,0.29,0.45,0.57
mptvseries.csv,0.58,0.46,0.62,0.46,0.51,0.32,1.0,0.18,0.52,0.39,0.34,0.42,0.37,0.28,0.15
ogre.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
qdvdauthor.csv,0.34,0.39,0.47,0.3,0.36,0.09,0.19,0.34,0.47,0.3,1.0,0.04,0.1,0.11,0.17
sauerbraten.csv,1.0,0.05,0.4,0.43,0.64,0.49,0.42,0.34,0.46,0.52,0.28,0.18,0.51,0.6,0.19
zxing.csv,0.5,0.0,0.52,0.48,0.57,0.55,0.6,0.38,0.46,0.34,0.67,0.26,0.58,0.4,1.0
