,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.76,0.99,0.69,0.91,0.75,0.84,0.0,0.86,0.93,0.83,0.67,0.81,0.87,0.75,0.94
biodwh.csv,0.92,0.86,0.63,0.72,0.93,0.96,0.69,0.63,0.63,0.75,0.54,0.67,0.92,0.73,0.69
brlcad.csv,0.38,0.84,0.4,0.44,0.49,0.48,0.42,0.47,0.37,0.41,0.38,0.41,0.44,0.58,0.38
delphilhlplib.csv,0.58,0.53,0.42,0.95,0.79,0.54,0.6,0.91,0.74,0.82,0.83,0.95,0.86,0.56,0.9
exordium.csv,0.59,0.55,0.69,0.93,0.74,0.62,0.9,0.86,0.64,0.53,0.9,0.54,0.71,0.65,0.52
fltk.csv,0.44,0.99,0.71,0.54,0.56,0.62,0.71,0.97,0.89,0.76,0.57,0.56,0.82,0.91,0.88
gzigzag.csv,0.44,0.62,0.5,0.77,0.72,0.82,0.59,0.98,0.91,0.89,0.9,0.94,0.9,0.65,0.67
jcache.csv,0.65,0.49,0.52,0.63,0.68,0.42,0.75,0.61,0.45,0.47,0.63,0.42,0.44,0.44,0.43
mimosa.csv,0.39,0.51,0.44,0.55,0.56,0.44,0.52,0.55,0.41,0.54,0.61,0.53,0.4,0.36,0.5
moast.csv,0.33,0.45,0.39,0.42,0.41,0.37,0.34,0.42,0.36,0.37,0.37,0.42,0.35,0.57,0.38
mptvseries.csv,0.44,0.49,0.56,0.65,0.62,0.82,0.58,0.97,0.53,0.76,0.78,0.63,0.94,0.82,0.88
ogre.csv,0.33,0.45,0.38,0.42,0.41,0.39,0.34,0.43,0.35,0.36,0.37,0.39,0.34,0.52,0.36
qdvdauthor.csv,0.77,0.77,0.6,0.73,0.6,0.75,0.88,0.6,0.5,0.88,0.45,0.83,0.9,0.8,0.88
sauerbraten.csv,0.38,0.45,0.56,0.65,0.69,0.55,0.54,0.82,0.51,0.5,0.83,0.78,0.44,0.5,0.9
zxing.csv,0.45,0.0,0.57,0.46,0.53,0.55,0.52,0.52,0.49,0.54,0.36,0.51,0.38,0.74,0.41
