,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.39,0.03,0.54,0.11,0.0,0.15,0.0,0.06,0.97,0.1,0.09,0.05,0.11,0.16,0.33
biodwh.csv,0.27,0.0,0.64,0.47,0.18,0.26,0.4,0.56,0.22,0.14,0.65,0.13,1.0,0.54,0.54
brlcad.csv,0.74,0.97,0.82,0.69,0.28,0.36,0.54,0.91,0.32,0.5,0.78,0.91,0.24,0.56,0.85
delphilhlplib.csv,0.52,0.45,1.0,0.2,0.42,0.42,0.26,0.09,0.4,0.47,0.22,0.15,0.21,0.54,0.21
exordium.csv,0.5,0.31,0.51,0.16,1.0,0.41,0.28,0.41,0.25,0.46,0.24,0.18,0.19,0.56,0.71
fltk.csv,0.7,0.18,0.52,0.99,0.51,0.41,0.55,0.27,0.32,0.54,0.43,0.68,0.21,0.36,0.16
gzigzag.csv,0.68,0.35,0.07,0.42,0.38,0.98,0.63,0.43,0.22,0.3,0.2,0.07,0.09,0.39,0.07
jcache.csv,0.52,0.32,0.65,0.46,0.26,0.31,0.26,0.48,0.36,0.42,0.41,0.89,0.23,1.0,0.7
mimosa.csv,0.71,0.41,0.74,0.67,0.38,0.39,0.36,0.83,0.27,0.96,0.56,0.87,0.2,0.71,0.49
moast.csv,0.76,0.4,0.82,0.73,0.4,0.37,0.55,0.99,0.33,0.65,0.81,1.0,0.23,0.55,0.82
mptvseries.csv,0.63,0.32,0.71,0.54,0.45,0.31,1.0,0.26,0.33,0.47,0.41,0.53,0.28,0.36,0.22
ogre.csv,0.76,0.4,0.85,0.73,0.4,0.38,0.55,1.0,0.32,0.64,0.81,0.94,0.25,0.62,0.87
qdvdauthor.csv,0.39,0.35,0.62,0.35,0.27,0.12,0.22,0.54,0.3,0.37,1.0,0.05,0.09,0.15,0.25
sauerbraten.csv,1.0,0.4,0.51,0.5,0.5,0.39,0.36,0.48,0.27,0.51,0.34,0.25,0.25,0.66,0.27
zxing.csv,0.56,0.0,0.61,0.69,0.38,0.38,0.52,0.59,0.26,0.33,0.76,0.58,0.25,0.45,1.0
