,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.36,0.95,0.9,0.95,0.75,0.79,0.5,0.8,0.88,0.92,0.86,0.95,0.76,0.75,0.8
biodwh.csv,0.44,0.54,0.59,0.7,0.67,0.89,0.83,0.96,0.89,0.6,0.69,0.93,0.91,0.83,0.89
brlcad.csv,0.89,0.86,0.43,0.93,0.92,0.53,0.59,0.5,0.48,0.89,0.58,0.44,0.53,0.94,0.68
delphilhlplib.csv,0.34,0.57,0.42,0.46,0.47,0.65,0.42,0.49,0.5,0.86,0.37,0.48,0.8,0.54,0.42
exordium.csv,0.79,0.74,0.56,0.89,0.78,0.49,0.79,0.97,0.47,0.56,0.92,0.58,0.37,0.7,0.92
fltk.csv,0.32,0.66,0.57,0.51,0.62,0.54,0.69,0.97,0.68,0.4,0.5,0.43,0.78,0.45,0.9
gzigzag.csv,0.37,0.99,0.89,0.76,0.73,0.81,0.73,0.94,0.92,0.93,0.91,0.75,0.94,0.91,0.89
jcache.csv,0.33,0.46,0.38,0.41,0.44,0.36,0.39,0.4,0.36,0.35,0.34,0.41,0.37,0.43,0.32
mimosa.csv,0.38,0.56,0.38,0.5,0.48,0.43,0.41,0.58,0.37,0.55,0.42,0.45,0.38,0.46,0.47
moast.csv,0.5,0.95,0.67,0.94,0.8,0.67,0.83,0.75,0.92,0.79,0.0,0.43,0.62,0.9,0.83
mptvseries.csv,0.33,0.48,0.65,0.54,0.61,0.53,0.59,0.94,0.53,0.54,0.65,0.76,0.92,0.63,0.92
ogre.csv,0.34,0.45,0.4,0.42,0.42,0.39,0.37,0.43,0.35,0.36,0.39,0.39,0.34,0.52,0.39
qdvdauthor.csv,0.45,0.85,0.48,0.49,0.56,0.83,0.54,0.7,0.5,0.92,0.44,0.64,0.88,0.86,0.89
sauerbraten.csv,0.38,0.68,0.74,0.8,0.59,0.73,0.86,0.96,0.83,0.91,0.88,0.93,0.91,0.86,0.0
zxing.csv,0.41,0.99,0.59,0.44,0.56,0.57,0.63,0.53,0.43,0.51,0.36,0.54,0.38,0.68,0.4
