,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.69,0.32,0.25,0.22,0.26,0.28,0.1,0.04,1.0,0.12,0.17,0.06,0.21,0.11,0.16
biodwh.csv,0.66,0.29,0.64,0.49,0.41,0.3,0.24,0.2,0.08,0.25,0.34,0.09,0.96,0.43,0.18
brlcad.csv,0.21,0.8,0.79,0.3,0.06,0.29,0.5,0.88,0.19,0.13,0.68,0.93,0.09,0.2,0.51
delphilhlplib.csv,0.74,0.54,1.0,0.72,0.43,0.33,0.62,0.75,0.23,0.51,0.74,0.85,0.12,0.67,0.73
exordium.csv,0.34,0.29,0.59,0.31,0.97,0.42,0.48,0.29,0.32,0.4,0.3,0.21,0.2,0.49,0.32
fltk.csv,0.8,0.31,0.59,0.93,0.58,0.4,0.56,0.26,0.24,0.58,0.61,0.98,0.4,0.67,0.27
gzigzag.csv,0.78,0.2,0.26,0.44,0.4,0.96,0.6,0.15,0.21,0.42,0.27,0.03,0.29,0.21,0.18
jcache.csv,0.78,0.41,0.84,0.72,0.47,0.38,0.62,0.79,0.35,0.67,0.76,0.97,0.33,0.99,0.82
mimosa.csv,0.7,0.26,0.85,0.69,0.45,0.38,0.55,0.83,0.29,1.0,0.8,0.94,0.32,0.74,0.61
moast.csv,0.05,0.01,0.0,0.12,0.17,0.28,0.08,0.04,0.07,0.55,0.0,0.99,0.33,0.23,0.13
mptvseries.csv,0.8,0.39,0.49,0.69,0.51,0.4,0.94,0.36,0.22,0.72,0.54,0.28,0.32,0.6,0.26
ogre.csv,0.77,0.4,0.83,0.73,0.41,0.38,0.55,1.0,0.32,0.64,0.78,0.94,0.25,0.62,0.8
qdvdauthor.csv,0.5,0.35,0.65,0.62,0.33,0.34,0.51,0.6,0.2,0.36,0.99,0.66,0.14,0.29,0.25
sauerbraten.csv,1.0,0.33,0.39,0.48,0.42,0.36,0.15,0.19,0.27,0.37,0.17,0.11,0.17,0.24,0.0
zxing.csv,0.62,0.1,0.56,0.68,0.34,0.44,0.53,0.54,0.32,0.37,0.76,0.4,0.3,0.38,0.99
