,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.65,0.34,0.18,0.16,0.19,0.32,0.06,0.02,1.0,0.1,0.12,0.04,0.29,0.07,0.11
biodwh.csv,0.58,0.39,0.55,0.41,0.42,0.28,0.19,0.13,0.07,0.24,0.26,0.06,0.93,0.34,0.13
brlcad.csv,0.17,0.78,0.66,0.25,0.06,0.47,0.58,0.7,0.38,0.1,0.61,0.85,0.26,0.22,0.4
delphilhlplib.csv,0.39,0.77,1.0,0.56,0.57,0.44,0.71,0.58,0.44,0.44,0.45,0.67,0.2,0.63,0.6
exordium.csv,0.27,0.36,0.49,0.25,0.96,0.66,0.46,0.2,0.58,0.4,0.23,0.14,0.23,0.51,0.24
fltk.csv,0.76,0.42,0.49,0.93,0.7,0.59,0.52,0.18,0.35,0.38,0.52,0.94,0.54,0.65,0.19
gzigzag.csv,0.74,0.16,0.18,0.37,0.37,0.94,0.52,0.1,0.23,0.34,0.21,0.01,0.38,0.23,0.13
jcache.csv,0.3,0.4,0.37,0.63,0.66,0.57,0.72,0.5,0.64,0.68,0.46,0.85,0.72,1.0,0.5
mimosa.csv,0.58,0.4,0.49,0.66,0.58,0.6,0.58,0.66,0.46,1.0,0.6,0.88,0.68,0.77,0.51
moast.csv,0.04,0.0,0.0,0.09,0.13,0.38,0.06,0.02,0.07,0.5,0.0,0.99,0.54,0.18,0.09
mptvseries.csv,0.73,0.49,0.39,0.64,0.64,0.49,0.91,0.25,0.35,0.72,0.45,0.2,0.38,0.52,0.19
ogre.csv,0.17,0.0,0.24,0.0,0.17,0.09,0.35,1.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
qdvdauthor.csv,0.44,0.44,0.53,0.59,0.51,0.38,0.58,0.44,0.34,0.28,0.98,0.56,0.2,0.22,0.17
sauerbraten.csv,1.0,0.43,0.3,0.41,0.55,0.39,0.13,0.13,0.23,0.28,0.12,0.07,0.2,0.18,0.0
zxing.csv,0.54,0.09,0.2,0.6,0.48,0.67,0.56,0.4,0.58,0.38,0.7,0.27,0.66,0.4,0.98
