,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0
biodwh.csv,1.0,10.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,1.0,1.0
brlcad.csv,7.0,0.0,0.0,2.0,6.0,1.0,5.0,0.0,6.0,5.0,0.0,0.0,16.0,1.0,0.0
delphilhlplib.csv,4.0,4.0,0.0,1.0,9.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0
exordium.csv,2.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0,17.0,25.0,0.0
fltk.csv,1.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0
gzigzag.csv,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,23.0,1.0
jcache.csv,4.0,4.0,0.0,3.0,11.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,3.0
mimosa.csv,4.0,1.0,0.0,2.0,10.0,21.0,12.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0
moast.csv,1.0,1.0,70.0,1.0,2.0,13.0,3.0,0.0,11.0,1.0,58.0,0.0,4.0,2.0,2.0
mptvseries.csv,3.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,0.0,0.0
ogre.csv,5.0,4.0,1.0,3.0,14.0,1.0,6.0,0.0,6.0,1.0,0.0,2.0,18.0,3.0,0.0
qdvdauthor.csv,4.0,0.0,3.0,4.0,12.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0
sauerbraten.csv,0.0,0.0,3.0,2.0,6.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,72.0
zxing.csv,1.0,0.0,1.0,0.0,6.0,1.0,3.0,0.0,7.0,4.0,1.0,2.0,2.0,22.0,0.0
