,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.72,0.35,0.8,0.77,0.75,0.29,0.5,1.0,1.0,0.25,0.57,0.35,0.18,0.5,1.0
biodwh.csv,0.84,0.25,0.78,0.79,0.47,0.39,0.5,1.0,0.11,0.32,0.69,0.73,1.0,0.83,0.67
brlcad.csv,0.33,0.88,0.79,0.44,0.08,0.2,0.41,0.99,0.12,0.33,0.76,0.95,0.06,0.19,0.68
delphilhlplib.csv,0.62,0.39,1.0,0.6,0.28,0.28,0.47,0.99,0.15,0.71,0.67,0.91,0.1,0.77,0.79
exordium.csv,0.64,0.26,0.78,0.62,1.0,0.29,0.57,1.0,0.2,0.44,0.62,0.56,0.12,0.43,0.92
fltk.csv,0.75,0.25,0.86,0.91,0.5,0.3,0.69,1.0,0.2,0.46,0.86,0.98,0.33,0.72,0.9
gzigzag.csv,0.83,0.39,0.89,0.73,0.55,1.0,0.82,1.0,0.25,0.73,0.64,0.75,0.25,0.22,0.67
jcache.csv,0.64,0.26,0.76,0.62,0.32,0.25,0.48,0.98,0.23,0.55,0.68,0.95,0.2,0.97,0.78
mimosa.csv,0.64,0.18,0.77,0.66,0.3,0.26,0.41,0.99,0.18,1.0,0.72,0.97,0.2,0.69,0.78
moast.csv,0.5,0.05,0.0,0.5,0.4,0.24,0.17,1.0,0.08,0.71,0.0,1.0,0.25,0.5,0.67
mptvseries.csv,0.71,0.26,0.9,0.76,0.43,0.36,1.0,0.96,0.17,0.73,0.74,0.85,0.31,0.84,0.69
ogre.csv,0.63,0.25,0.75,0.57,0.26,0.24,0.39,1.0,0.19,0.48,0.67,0.89,0.14,0.45,0.74
qdvdauthor.csv,0.55,0.32,0.74,0.63,0.24,0.34,0.46,0.98,0.15,0.75,1.0,1.0,0.12,0.86,0.89
sauerbraten.csv,1.0,0.28,0.74,0.75,0.34,0.38,0.29,0.96,0.5,0.82,0.5,0.93,0.18,0.71,0.0
zxing.csv,0.61,0.15,0.61,0.6,0.26,0.31,0.53,0.98,0.21,0.38,0.81,0.74,0.19,0.34,1.0
