,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.0,0.0,0.0,1.0,1.0,0.0,10.0,3.0,10.0,0.0,0.0,0.0,19.0
autofac.csv,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,10.0,0.0,0.0,0.0,65.0
coot.csv,0.0,0.0,0.0,1.0,1.0,0.0,196.0,5.0,10.0,0.0,0.0,0.0,10.0
dsworkbench.csv,0.0,0.0,2.0,0.0,2.0,0.0,2.0,57.0,67.0,7.0,0.0,0.0,65.0
emono.csv,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,10.0,1.0,0.0,0.0,10.0
exist.csv,0.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,1.0
freelords.csv,0.0,2.0,4.0,1.0,8.0,0.0,10.0,6.0,10.0,0.0,1.0,0.0,5.0
google-collections.csv,0.0,3.0,0.0,1.0,1.0,0.0,11.0,5.0,10.0,2.0,1.0,0.0,10.0
jchassis.csv,0.0,65.0,61.0,106.0,57.0,1.0,196.0,57.0,3.0,106.0,76.0,121.0,65.0
jpaul.csv,0.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,9.0,0.0,2.0,121.0,65.0
neodatis-odb.csv,0.0,0.0,0.0,0.0,11.0,0.0,6.0,3.0,10.0,2.0,0.0,1.0,5.0
octet.csv,0.0,1.0,6.0,1.0,2.0,0.0,10.0,3.0,67.0,5.0,3.0,0.0,14.0
thedata.csv,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,67.0,2.0,0.0,0.0,0.0
