,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.92,0.53,1.0,0.79,0.86,0.74,0.84,0.8,0.89,0.79,0.16,0.65,0.79,0.98,0.69,0.7,0.8
delphilhlplib.csv,0.95,0.75,0.43,0.95,0.52,0.58,0.53,0.68,0.43,0.63,0.81,0.52,0.64,0.99,0.84,0.52,1.0
exordium.csv,0.92,0.7,0.44,0.89,0.62,0.58,0.82,0.43,0.14,0.39,0.71,0.44,0.55,0.21,0.72,0.29,1.0
fltk.csv,0.95,0.7,0.65,0.79,0.69,0.58,0.69,0.61,0.89,0.45,0.58,0.62,0.72,0.99,0.8,0.61,1.0
genoviz.csv,0.28,0.58,0.08,0.21,0.38,0.05,0.12,0.1,0.06,0.11,0.0,0.12,0.07,0.16,0.22,0.0,1.0
gzigzag.csv,0.82,0.23,0.22,0.37,0.55,0.26,0.41,0.23,0.46,0.16,0.06,0.26,0.31,0.34,0.5,0.14,1.0
irrlicht.csv,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.73,1.0,1.0,0.94,1.0,1.0,1.0,0.0,1.0,1.0
moast.csv,0.1,0.25,0.24,0.37,0.79,0.21,1.0,0.23,1.0,0.24,0.06,0.45,0.1,0.97,0.19,0.38,0.8
mptvseries.csv,0.77,0.06,0.5,0.47,0.34,0.74,0.55,0.32,0.69,0.42,0.35,0.29,0.49,0.07,0.65,0.54,0.8
openfrag.csv,0.97,0.92,0.77,0.84,0.69,0.68,0.9,0.72,0.57,0.63,0.32,0.77,0.67,0.97,0.77,0.62,1.0
qse.csv,0.62,0.49,0.83,0.63,0.83,0.58,0.88,0.58,0.74,0.58,0.77,0.38,0.45,1.0,0.52,0.71,0.6
sauerbraten.csv,0.77,0.6,0.99,1.0,0.86,0.74,0.98,0.91,1.0,0.97,0.61,0.97,0.94,0.99,0.69,0.77,0.2
toped.csv,0.97,0.81,0.73,0.79,0.79,0.84,0.8,0.75,0.91,0.39,0.45,0.65,0.78,0.98,0.6,0.55,1.0
truevision.csv,0.95,0.98,0.59,0.84,0.62,0.68,0.73,0.58,0.6,0.71,0.71,0.62,0.6,1.0,0.81,0.48,0.8
uwom.csv,0.9,0.34,0.59,0.89,0.48,0.74,0.14,0.62,0.14,0.45,0.29,0.3,0.9,0.07,0.83,0.27,0.8
zoolib.csv,0.9,0.64,0.46,0.74,0.66,0.53,0.59,0.46,0.26,0.39,0.68,0.26,0.54,0.99,0.7,0.18,0.6
zxing.csv,0.54,0.25,0.47,0.21,0.41,0.58,0.51,0.25,0.06,0.37,0.1,0.23,0.3,0.08,0.46,0.71,0.8
