,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.68,0.45,0.17,0.69,0.65,0.56,0.8,0.44,0.57,0.73,0.19,0.62,0.78,0.79,0.71,0.69,0.64
delphilhlplib.csv,0.4,0.73,0.48,0.63,0.53,0.61,0.54,0.6,0.48,0.65,0.75,0.57,0.6,0.77,0.74,0.57,0.49
exordium.csv,0.6,0.69,0.49,0.85,0.58,0.6,0.75,0.47,0.17,0.44,0.67,0.49,0.57,0.24,0.71,0.33,0.84
fltk.csv,0.56,0.68,0.66,0.74,0.58,0.6,0.71,0.58,0.76,0.49,0.62,0.65,0.72,0.57,0.74,0.61,0.67
genoviz.csv,0.32,0.53,0.1,0.25,0.43,0.06,0.15,0.12,0.07,0.13,0.0,0.15,0.09,0.19,0.26,0.0,0.98
gzigzag.csv,0.71,0.27,0.26,0.42,0.58,0.3,0.46,0.27,0.52,0.19,0.07,0.3,0.36,0.37,0.54,0.17,0.71
irrlicht.csv,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
moast.csv,0.12,0.29,0.28,0.41,0.52,0.24,0.0,0.27,0.0,0.27,0.07,0.49,0.12,0.96,0.21,0.41,0.68
mptvseries.csv,0.66,0.07,0.54,0.51,0.39,0.75,0.6,0.36,0.71,0.47,0.4,0.34,0.53,0.09,0.65,0.59,0.76
openfrag.csv,0.5,0.49,0.67,0.76,0.62,0.7,0.8,0.65,0.62,0.65,0.36,0.77,0.68,0.56,0.74,0.64,0.38
qse.csv,0.57,0.49,0.66,0.62,0.64,0.6,0.66,0.54,0.77,0.59,0.65,0.42,0.47,0.45,0.55,0.68,0.52
sauerbraten.csv,0.73,0.49,0.09,0.41,0.63,0.38,0.0,0.3,0.0,0.35,0.5,0.42,0.65,0.77,0.65,0.58,0.22
toped.csv,0.62,0.46,0.51,0.5,0.31,0.63,0.82,0.53,0.45,0.4,0.46,0.59,0.74,0.68,0.62,0.53,0.33
truevision.csv,0.5,0.65,0.61,0.76,0.6,0.68,0.69,0.59,0.65,0.73,0.7,0.65,0.6,0.36,0.72,0.54,0.68
uwom.csv,0.71,0.38,0.61,0.79,0.52,0.67,0.17,0.59,0.17,0.5,0.34,0.35,0.74,0.09,0.81,0.31,0.7
zoolib.csv,0.71,0.59,0.51,0.69,0.6,0.58,0.6,0.49,0.3,0.44,0.7,0.3,0.57,0.45,0.72,0.21,0.6
zxing.csv,0.57,0.27,0.5,0.25,0.45,0.59,0.55,0.29,0.07,0.42,0.12,0.27,0.35,0.09,0.51,0.72,0.78
