,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.93,0.8,0.83,0.75,0.9,0.72,0.92,0.8,0.5,0.9,0.93,0.88,0.91,0.76,0.95,0.94,0.82,0.84,0.94,0.0
cuberok.csv,0.6,0.47,0.42,0.88,0.5,0.53,0.44,0.58,0.57,0.59,0.8,0.59,0.48,0.67,0.52,0.86,0.71,0.92,0.75,0.4
emisview.csv,0.69,0.8,0.5,0.5,0.86,0.8,0.65,0.94,0.0,0.0,0.9,0.0,0.83,0.0,0.83,0.92,0.67,0.5,0.5,0.75
jas.csv,0.0,0.0,0.5,0.0,0.0,0.67,0.0,0.93,0.8,0.0,0.96,0.0,0.75,0.67,0.88,0.5,0.0,0.0,0.83,0.86
jatlas.csv,0.9,0.8,0.0,0.89,0.0,0.5,0.8,0.9,0.67,0.0,0.95,0.0,0.8,0.0,0.9,0.88,0.8,0.71,0.0,0.0
javaprofiler.csv,0.43,0.61,0.57,0.47,0.8,0.56,0.47,0.42,0.38,0.38,0.5,0.56,0.41,0.54,0.43,0.43,0.45,0.37,0.47,0.38
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.5,0.0,0.0,0.67,0.8,0.0,0.67,0.8,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrefactory.csv,0.39,0.63,0.58,0.39,0.56,0.82,0.54,0.45,0.54,0.59,0.76,0.51,0.36,0.74,0.58,0.58,0.59,0.56,0.9,0.4
kdenlive.csv,0.43,0.82,0.53,0.41,0.64,0.8,0.83,0.77,0.83,0.43,0.81,0.73,0.59,0.67,0.9,0.77,0.52,0.38,0.94,0.52
m-m-m.csv,0.43,0.61,0.63,0.63,0.51,0.5,0.64,0.59,0.61,0.45,0.8,0.57,0.44,0.67,0.52,0.55,0.59,0.58,0.7,0.39
octet.csv,0.8,0.8,0.38,0.0,0.67,0.75,0.59,0.56,0.77,0.0,0.94,0.83,0.74,0.83,0.95,0.55,0.0,0.67,0.88,0.8
opendvr.csv,0.61,0.48,0.92,0.71,0.55,0.62,0.47,0.46,0.45,0.58,0.65,0.92,0.49,0.94,0.81,0.83,0.82,0.52,0.62,0.52
opennms.csv,0.86,0.75,0.67,0.0,0.88,0.67,0.75,0.81,0.5,0.0,0.95,0.67,0.86,0.83,0.89,0.75,0.75,0.8,0.67,0.67
poormans.csv,0.97,0.8,0.8,0.8,0.52,0.8,0.5,0.62,0.8,0.93,0.94,0.67,0.6,0.92,0.92,0.77,0.86,0.93,0.83,0.64
power-architect.csv,0.45,0.44,0.57,0.49,0.4,0.45,0.33,0.39,0.48,0.45,0.58,0.57,0.41,0.71,0.45,0.51,0.49,0.43,0.55,0.38
rohxel.csv,0.43,0.44,0.55,0.48,0.42,0.47,0.33,0.37,0.45,0.37,0.45,0.52,0.37,0.52,0.53,0.48,0.52,0.43,0.46,0.36
synecdoche.csv,0.7,0.91,0.75,0.64,0.53,0.76,0.57,0.75,0.89,0.49,0.7,0.57,0.93,0.56,0.58,0.65,0.68,0.67,0.51,0.47
thedata.csv,0.0,0.89,0.88,0.0,0.8,0.91,0.8,0.96,0.67,0.46,0.68,0.72,0.9,0.86,0.94,0.94,0.0,0.56,0.93,0.75
x-ray-mule.csv,0.62,0.9,0.67,0.71,0.95,0.91,0.0,0.94,0.92,0.88,0.98,0.94,0.67,0.0,0.96,0.92,0.55,0.93,0.94,0.0
