,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.79,0.89,0.77,0.55,0.83,0.7,0.91,0.83,0.88,0.58,0.94,0.0,0.82,0.5,0.9,0.97,0.66,0.55,0.9,0.0
cuberok.csv,0.61,0.45,0.45,0.88,0.38,0.54,0.42,0.45,0.64,0.64,0.94,0.6,0.43,0.64,0.62,0.86,0.48,0.9,0.74,0.69
emisview.csv,0.0,0.75,0.6,0.0,0.86,0.83,0.62,0.64,0.0,0.0,0.95,0.0,0.93,0.5,0.94,0.67,0.0,0.67,0.5,0.67
jas.csv,0.95,0.93,0.67,0.0,0.75,0.75,0.88,0.6,0.9,0.0,0.67,0.0,0.74,0.0,0.83,0.92,0.0,0.8,0.75,0.94
jatlas.csv,0.9,0.8,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.41,0.56,0.61,0.46,0.48,0.65,0.49,0.43,0.58,0.42,0.68,0.64,0.46,0.7,0.88,0.44,0.49,0.38,0.49,0.35
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrefactory.csv,0.73,0.62,0.78,0.56,0.54,0.68,0.36,0.42,0.71,0.77,0.7,0.52,0.31,0.69,0.63,0.61,0.76,0.56,0.49,0.39
kdenlive.csv,0.44,0.57,0.5,0.42,0.59,0.56,0.42,0.47,0.45,0.47,0.66,0.62,0.48,0.56,0.62,0.52,0.54,0.45,0.71,0.35
m-m-m.csv,0.39,0.46,0.63,0.49,0.4,0.48,0.5,0.54,0.43,0.4,0.57,0.46,0.4,0.55,0.54,0.53,0.47,0.49,0.43,0.38
octet.csv,0.97,0.5,0.44,0.8,0.39,0.71,0.3,0.36,0.61,0.93,0.58,0.86,0.34,0.57,0.61,0.43,0.92,0.93,0.54,0.55
opendvr.csv,0.81,0.47,0.59,0.71,0.43,0.48,0.32,0.39,0.62,0.64,0.57,0.57,0.38,0.61,0.54,0.55,0.81,0.65,0.54,0.55
opennms.csv,0.85,0.91,0.75,0.75,0.86,0.89,0.92,0.71,0.6,0.9,0.75,0.8,0.86,0.88,0.89,0.93,0.92,0.86,0.92,0.5
poormans.csv,0.72,0.58,0.4,0.8,0.46,0.75,0.4,0.51,0.75,0.62,0.89,0.75,0.6,0.75,0.81,0.7,0.83,0.56,0.78,0.59
power-architect.csv,0.81,0.44,0.45,0.87,0.42,0.5,0.32,0.4,0.45,0.77,0.44,0.5,0.41,0.63,0.48,0.43,0.8,0.89,0.54,0.34
rohxel.csv,0.38,0.45,0.63,0.44,0.4,0.49,0.38,0.47,0.45,0.38,0.69,0.61,0.36,0.51,0.63,0.53,0.46,0.4,0.63,0.39
synecdoche.csv,0.67,0.62,0.57,0.67,0.38,0.7,0.35,0.48,0.82,0.45,0.65,0.65,0.5,0.57,0.5,0.64,0.64,0.64,0.7,0.41
thedata.csv,0.39,0.81,0.88,0.38,0.79,0.73,0.86,0.77,0.67,0.43,0.64,0.68,0.66,0.92,0.83,0.9,0.44,0.33,0.83,0.75
x-ray-mule.csv,0.57,0.69,0.91,0.69,0.94,0.76,0.89,0.6,0.75,0.52,0.56,0.59,0.8,0.81,0.72,0.95,0.59,0.67,0.64,0.87
