,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.41,0.15,0.3,0.7,0.08,0.0,0.11,0.19,0.0,0.49,0.07,0.02,0.07,0.03,0.09,0.24,0.58,0.4,0.14,0.0
cuberok.csv,0.36,0.42,0.4,0.4,0.92,0.26,0.57,0.56,0.18,0.03,0.08,0.14,0.36,0.17,0.29,0.17,0.92,0.09,0.33,0.19
emisview.csv,0.03,0.06,0.3,0.0,0.08,0.09,0.02,0.21,0.0,0.0,0.09,0.0,0.14,0.03,0.15,0.12,0.0,0.05,0.03,0.05
jas.csv,0.28,0.21,0.1,0.0,0.0,0.11,0.23,0.39,0.27,0.03,0.27,0.0,0.5,0.02,0.0,0.07,0.02,0.02,0.03,0.26
jatlas.csv,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.72,0.52,0.4,1.0,0.42,0.34,0.38,0.66,0.27,0.74,0.41,0.24,0.64,0.41,0.2,0.48,0.58,1.0,0.0,0.77
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrefactory.csv,0.15,0.52,0.4,0.55,0.0,0.4,0.57,0.47,0.36,0.23,0.4,0.75,0.79,0.52,0.47,0.57,0.32,0.4,0.5,0.68
kdenlive.csv,0.03,0.34,0.3,0.75,0.32,0.34,0.43,0.58,0.36,0.71,0.22,0.35,0.43,0.91,0.48,0.27,0.4,0.6,0.17,0.68
m-m-m.csv,0.67,0.74,0.0,0.85,0.87,0.91,0.38,0.55,0.64,0.94,0.66,1.0,0.64,0.91,0.77,0.84,0.51,0.65,0.89,0.74
octet.csv,0.46,0.73,0.8,0.25,0.82,0.2,0.87,0.94,0.36,0.2,0.43,0.0,0.86,0.21,0.22,0.29,0.17,0.16,0.5,0.31
opendvr.csv,0.59,0.66,0.7,0.5,0.76,0.71,0.94,0.75,0.45,0.49,0.54,0.63,0.93,0.67,0.37,0.78,0.02,0.51,0.86,0.55
opennms.csv,0.64,0.15,0.1,0.1,0.11,0.17,0.15,0.01,0.45,0.11,0.28,0.08,0.07,0.12,0.07,0.07,0.17,0.23,0.08,0.02
poormans.csv,0.23,0.37,0.4,0.15,0.32,0.14,0.7,0.48,0.0,0.26,0.04,0.04,0.29,0.12,0.18,0.0,0.34,0.35,0.0,0.44
power-architect.csv,0.64,0.73,0.8,0.5,0.63,0.54,0.89,0.71,0.73,0.43,0.57,0.45,0.0,0.5,0.81,0.59,0.45,0.4,0.61,0.94
rohxel.csv,0.56,0.65,0.8,0.9,0.68,0.74,0.74,0.56,0.0,0.74,0.5,0.27,0.71,0.92,0.47,0.83,0.79,0.74,0.53,0.76
synecdoche.csv,0.49,0.34,0.4,0.45,0.74,0.34,0.66,0.49,0.36,0.8,0.29,0.33,0.43,0.21,0.38,0.28,0.57,0.0,0.25,0.65
thedata.csv,0.38,0.21,0.1,0.55,0.37,0.31,0.08,0.29,0.18,0.66,0.4,0.33,0.5,0.18,0.05,0.16,0.4,0.63,0.17,0.0
x-ray-mule.csv,0.38,0.45,0.6,0.0,0.29,0.29,0.11,0.49,0.18,0.63,0.7,0.73,0.43,0.24,0.35,0.45,0.45,0.28,0.47,0.24
