,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.28,0.0,0.23,0.6,0.07,1.0,0.26,0.36,0.25,0.43,0.0,0.0,0.35,0.0,0.0,0.18,0.34,0.5,0.09,0.29
cuberok.csv,0.41,0.6,0.34,0.0,0.3,0.14,0.43,0.52,0.35,0.95,0.0,0.48,0.49,0.0,0.42,0.25,0.28,0.25,0.23,0.29
emisview.csv,0.0,0.0,0.17,0.0,0.1,0.11,1.0,0.47,0.04,0.0,0.0,0.17,0.26,0.0,0.14,0.46,0.0,0.04,0.01,0.0
jas.csv,0.17,0.44,0.05,0.0,0.1,0.0,0.26,0.48,0.21,0.0,0.78,0.0,0.25,0.0,0.79,0.11,0.0,0.17,0.05,0.0
jatlas.csv,0.1,1.0,0.0,0.0,0.0,0.31,0.05,0.0,0.04,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.58,0.41,0.49,0.0,0.59,0.67,0.64,0.54,0.45,0.5,0.43,0.33,0.52,0.0,0.14,0.75,0.52,0.0,0.98,0.6
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.21,0.06,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrefactory.csv,0.32,0.41,0.47,0.25,0.98,0.7,0.56,0.56,0.37,0.27,0.75,0.45,0.45,0.5,0.51,0.55,0.21,0.31,0.67,0.7
kdenlive.csv,0.99,0.43,0.37,0.29,0.52,0.14,0.7,0.56,0.49,0.54,0.23,0.46,0.51,0.26,0.28,0.56,0.35,0.51,0.38,0.26
m-m-m.csv,0.7,0.57,1.0,0.47,0.42,0.31,0.54,0.43,0.63,0.23,0.52,0.0,0.6,0.33,0.4,0.45,0.57,0.56,0.37,0.64
octet.csv,0.3,0.48,0.29,0.0,0.44,0.25,0.43,0.24,0.39,0.4,0.59,1.0,0.44,0.0,0.65,0.75,0.21,0.32,0.63,0.29
opendvr.csv,0.42,0.63,0.63,0.48,0.54,0.67,0.24,0.58,0.54,0.5,0.41,0.42,0.27,0.0,0.62,0.49,0.92,0.51,0.34,0.8
opennms.csv,0.33,0.45,0.07,0.09,0.07,0.11,0.26,0.97,0.41,0.31,0.62,0.17,0.13,0.0,0.15,0.21,0.17,0.17,0.16,0.29
poormans.csv,0.42,0.61,0.25,0.09,0.35,0.11,0.53,0.45,0.12,0.58,0.24,0.34,0.34,0.0,0.0,0.98,0.53,0.6,0.41,0.51
power-architect.csv,0.38,0.48,0.36,0.44,0.6,0.78,0.38,0.6,0.48,0.51,0.79,0.67,1.0,0.83,0.32,0.73,0.51,0.41,0.44,0.24
rohxel.csv,0.66,0.64,0.48,0.36,0.53,0.6,0.58,0.57,0.98,0.59,0.71,0.6,0.6,0.3,0.78,0.46,0.53,0.52,0.44,0.41
synecdoche.csv,0.51,0.0,0.53,0.23,0.44,0.64,0.64,0.44,0.21,0.52,0.78,0.46,0.46,0.0,0.52,0.45,0.66,0.98,0.28,0.27
thedata.csv,0.59,0.63,0.17,0.43,0.23,0.6,0.16,0.49,0.37,0.49,0.6,0.33,0.43,0.0,0.0,0.33,0.3,0.57,0.28,1.0
x-ray-mule.csv,0.38,0.73,0.48,0.98,0.14,0.24,0.16,0.59,0.3,0.4,0.6,0.47,0.29,0.0,0.73,0.14,0.26,0.45,0.55,0.0
