,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.88,0.65,0.54,0.73,0.67,0.62,0.67,0.95,0.41,0.75,0.52
codesmith.csv,0.35,0.41,0.34,0.52,0.73,0.5,0.67,0.51,0.9,0.55,0.98
javaprofiler.csv,0.94,0.65,0.77,0.55,1.0,0.78,0.67,0.73,0.79,0.99,0.56
jpaul.csv,1.0,0.35,0.26,0.13,0.27,0.28,0.67,0.37,0.07,0.17,0.17
jrdf.csv,0.65,0.32,0.2,0.49,0.93,0.32,1.0,0.07,0.1,0.43,0.3
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.24,1.0,0.54,0.26,0.47,0.48,0.67,0.54,0.1,0.56,0.41
synecdoche.csv,0.47,0.35,0.17,0.45,0.47,0.25,0.33,0.29,0.93,0.45,0.45
tycho.csv,0.29,0.41,1.0,0.77,0.2,0.35,0.67,0.07,0.55,0.45,0.2
unicase.csv,0.47,0.49,0.0,0.99,0.8,0.6,1.0,0.46,0.38,0.49,0.27
xcmetadataservicestoolkit.csv,0.47,0.68,0.66,0.77,0.47,1.0,1.0,0.49,0.62,0.67,0.55
