,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,6.0,5.0,3.0,10.0,2.0,2.0,6.0,4.0,5.0,0.0,0.0,2.0,74.0
ftm.csv,1.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,0.0
google-web-toolkit.csv,2.0,38.0,8.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0
gzigzag.csv,0.0,2.0,2.0,6.0,0.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0
illumination.csv,0.0,1509.0,2.0,360.0,1.0,353.0,208.0,0.0,1.0,1.0,2.0,0.0,2.0
jcache.csv,6.0,5.0,1.0,14.0,2.0,2.0,1.0,0.0,11.0,0.0,0.0,4.0,2.0
moast.csv,1.0,4.0,7.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,25.0
nativeclient.csv,2.0,2.0,23.0,9.0,2.0,2.0,1.0,1.0,12.0,1.0,0.0,4.0,1.0
ns-3-dev-def-routing.csv,4.0,4.0,14.0,7.0,0.0,2.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0
openfrag.csv,5.0,0.0,20.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0
qdvdauthor.csv,1.0,4.0,20.0,8.0,1.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0
sauerbraten.csv,1.0,3.0,1.0,26.0,3.0,3.0,2.0,0.0,5.0,1.0,0.0,1.0,3.0
zoolib.csv,2.0,0.0,20.0,6.0,0.0,5.0,0.0,6.0,18.0,1.0,0.0,3.0,2.0
