,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.17,0.7,0.28,0.66,0.2,0.3,0.38,0.14,0.38,0.15,0.07,0.59,0.0
ftm.csv,0.43,0.42,0.6,0.43,0.55,0.42,0.59,0.43,0.28,0.12,0.44,0.66,0.64
google-web-toolkit.csv,0.63,0.13,0.56,0.16,0.33,0.66,0.51,0.6,0.07,0.17,0.41,0.64,0.8
gzigzag.csv,0.68,0.02,0.55,0.07,0.15,0.42,0.33,0.35,0.07,0.08,0.1,0.55,0.77
illumination.csv,0.04,0.0,0.62,0.0,0.4,0.0,0.0,0.12,0.74,0.01,0.13,0.02,0.27
jcache.csv,0.42,0.66,0.56,0.5,0.47,0.59,0.52,0.57,0.61,0.45,0.54,0.3,0.92
moast.csv,0.16,0.0,0.4,0.07,0.48,0.42,0.41,0.14,0.43,0.97,0.0,0.12,0.3
nativeclient.csv,0.68,0.65,0.57,0.73,0.62,0.6,0.63,0.57,0.56,0.36,0.7,0.64,0.79
ns-3-dev-def-routing.csv,0.41,0.17,0.5,0.63,0.57,0.52,0.63,0.56,0.21,0.92,0.5,0.7,0.54
openfrag.csv,0.4,0.56,0.56,0.36,0.72,0.61,0.68,0.52,0.5,0.52,0.45,0.13,0.35
qdvdauthor.csv,0.36,0.39,0.41,0.12,0.54,0.38,0.63,0.73,0.33,0.65,0.43,0.6,0.31
sauerbraten.csv,0.8,0.13,0.61,0.39,0.0,0.58,0.13,0.38,0.56,0.61,0.05,0.3,0.2
zoolib.csv,0.63,0.28,0.61,0.7,0.37,0.48,0.58,0.42,0.21,0.57,0.21,0.62,0.52
