,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.96,0.42,0.22,0.3,0.06,0.22,0.2,0.26,0.4,0.41,0.0,0.73,0.02
ftm.csv,0.17,0.34,0.37,0.23,0.09,0.27,0.44,0.11,0.17,0.45,0.14,0.34,0.07
google-web-toolkit.csv,0.71,0.21,0.39,0.14,0.19,0.38,0.36,0.21,0.11,0.83,0.21,0.35,0.29
gzigzag.csv,0.25,0.02,0.26,0.07,0.0,0.38,0.13,0.05,0.05,0.52,0.05,0.77,0.2
illumination.csv,0.0,0.0,0.66,0.0,0.85,0.0,0.01,0.0,0.09,0.21,0.08,0.0,0.93
jcache.csv,0.79,0.69,0.74,0.82,0.83,0.66,0.81,0.68,0.66,0.69,0.79,0.28,0.17
moast.csv,0.08,1.0,0.87,0.17,0.28,0.45,0.35,0.21,0.43,0.03,1.0,0.18,0.76
nativeclient.csv,0.5,0.65,0.69,0.62,0.66,0.61,0.68,0.58,0.55,0.9,0.3,0.38,0.32
ns-3-dev-def-routing.csv,0.88,0.96,0.39,0.27,0.13,0.48,0.36,0.37,0.32,0.0,0.32,0.45,0.15
openfrag.csv,0.88,0.74,0.6,0.18,0.21,0.65,0.51,0.37,0.32,0.79,0.25,0.97,0.9
qdvdauthor.csv,0.08,0.87,0.35,0.25,0.7,0.39,0.59,0.42,0.31,0.03,0.86,0.73,0.9
sauerbraten.csv,0.17,0.97,0.72,0.88,1.0,0.72,0.97,0.89,0.75,0.76,0.99,0.92,0.95
zoolib.csv,0.71,0.07,0.58,0.21,0.06,0.41,0.3,0.47,0.4,0.79,0.05,0.37,0.12
