,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.63,0.99,0.22,0.09,0.52,0.59,0.38,0.69,0.17,0.89,0.58,0.47,0.42
ftm.csv,0.55,0.28,0.3,0.11,0.67,0.66,0.52,0.73,0.17,0.58,0.78,0.98,0.82
google-web-toolkit.csv,0.75,0.27,0.5,0.06,0.76,1.0,0.5,0.73,0.2,0.98,0.68,0.6,0.78
gzigzag.csv,0.74,0.25,1.0,0.16,0.8,0.71,0.36,0.57,0.0,0.57,0.5,0.37,0.36
illumination.csv,0.61,0.25,0.2,0.04,0.5,0.61,0.28,0.73,1.0,0.26,0.6,0.49,1.0
jcache.csv,0.65,0.29,0.26,0.06,0.66,0.62,0.33,0.57,0.3,0.93,0.65,0.35,1.0
moast.csv,0.55,0.27,0.23,0.11,0.66,0.54,0.41,0.58,0.2,1.0,0.59,0.41,0.42
nativeclient.csv,0.7,0.27,0.29,0.08,0.67,0.62,0.4,0.71,0.21,0.79,0.99,0.53,0.45
ns-3-dev-def-routing.csv,0.72,0.24,0.27,0.16,0.76,0.61,1.0,0.78,0.08,0.93,0.52,0.56,0.78
openfrag.csv,0.63,0.25,0.27,0.11,1.0,0.6,0.42,0.71,0.22,0.95,0.6,0.57,0.74
qdvdauthor.csv,0.54,0.29,0.31,0.05,0.59,0.6,0.44,1.0,0.19,0.33,0.62,0.51,0.69
sauerbraten.csv,1.0,0.28,0.33,0.1,0.66,0.62,0.39,0.78,0.31,0.98,0.69,0.52,0.8
zoolib.csv,1.0,0.15,0.14,1.0,0.67,0.64,0.43,0.56,0.0,0.99,0.54,0.5,1.0
