,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.48,0.96,0.42,0.35,0.17,0.49,0.4,0.37,0.46,0.13,0.43,0.24,0.2
ftm.csv,0.34,0.28,0.38,0.43,0.31,0.43,0.47,0.5,0.28,0.1,0.26,0.98,0.46
google-web-toolkit.csv,0.57,0.49,0.43,0.16,0.44,0.98,0.48,0.44,0.15,0.41,0.2,0.18,0.46
gzigzag.csv,0.4,0.29,0.98,0.33,0.07,0.31,0.23,0.12,0.0,0.02,0.09,0.13,0.39
illumination.csv,0.32,0.55,0.2,0.22,0.28,0.26,0.2,0.56,0.85,0.02,0.43,0.38,0.31
jcache.csv,0.52,0.59,0.6,0.35,0.6,0.55,0.32,0.23,0.55,0.33,0.62,0.13,1.0
moast.csv,0.42,0.59,0.52,0.57,0.63,0.49,0.54,0.21,0.51,0.99,0.13,0.48,0.37
nativeclient.csv,0.66,0.59,0.63,0.54,0.68,0.6,0.57,0.62,0.55,0.33,1.0,0.58,0.55
ns-3-dev-def-routing.csv,0.37,0.47,0.12,0.49,0.47,0.25,0.97,0.39,0.07,0.73,0.19,0.62,0.25
openfrag.csv,0.48,0.05,0.58,0.39,1.0,0.56,0.6,0.58,0.59,0.85,0.55,0.68,0.75
qdvdauthor.csv,0.44,0.24,0.66,0.34,0.61,0.57,0.58,0.98,0.5,0.01,0.58,0.57,0.57
sauerbraten.csv,1.0,0.6,0.55,0.43,0.53,0.38,0.46,0.49,0.56,0.25,0.58,0.46,0.63
zoolib.csv,0.1,0.02,0.09,0.84,0.21,0.12,0.18,0.25,0.0,0.82,0.17,0.24,0.15
