,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.84,0.05,0.88,0.91,0.98,0.84,0.89,0.9,0.84,0.97,0.87,0.94,0.97
ftm.csv,0.81,0.79,0.7,0.69,0.75,0.67,0.63,0.64,0.82,1.04,0.79,0.02,0.59
google-web-toolkit.csv,0.55,0.67,0.63,0.89,0.62,0.02,0.63,0.68,0.89,0.65,0.84,0.86,0.6
gzigzag.csv,0.67,0.79,0.03,0.72,0.94,0.75,0.83,0.91,1.0,0.99,0.94,0.9,0.83
illumination.csv,0.77,0.73,0.86,0.95,0.82,0.8,0.88,0.62,0.18,1.09,0.72,0.73,0.74
jcache.csv,0.67,0.76,0.73,0.81,0.56,0.65,0.81,0.86,0.57,0.73,0.62,0.9,0.0
moast.csv,0.8,0.71,0.81,0.61,0.55,0.79,0.68,0.87,0.72,0.01,0.97,0.82,0.91
nativeclient.csv,0.57,0.71,0.61,0.75,0.52,0.71,0.72,0.71,0.78,0.98,0.01,0.61,0.74
ns-3-dev-def-routing.csv,0.7,0.73,0.9,0.59,0.6,0.81,0.04,0.68,0.96,0.57,0.87,0.57,0.8
openfrag.csv,0.84,0.99,0.65,0.7,0.0,0.7,0.7,0.65,0.68,0.42,0.78,0.54,0.34
qdvdauthor.csv,0.86,0.82,0.58,0.87,0.72,0.71,0.63,0.03,0.75,1.0,0.66,0.63,0.51
sauerbraten.csv,0.0,0.74,0.58,0.7,0.59,0.72,0.71,0.61,0.56,0.8,0.57,0.67,0.43
zoolib.csv,0.92,0.98,0.94,0.19,0.83,0.9,0.86,0.86,1.0,0.22,0.88,0.82,0.88
