,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.87,0.19,0.59,0.63,0.69,0.68,0.61,0.53,0.83,0.58,0.39,0.42,0.99,0.36,0.61,0.3,0.6
delphilhlplib.csv,0.9,1.0,0.92,1.0,0.55,0.89,0.8,0.83,0.83,0.82,1.0,0.88,0.72,0.5,0.88,0.82,0.6
exordium.csv,0.05,0.55,0.11,1.0,0.93,0.11,0.49,0.23,0.43,0.29,0.45,0.18,0.16,0.19,0.36,0.21,0.8
fltk.csv,0.85,0.26,0.9,0.68,0.48,0.53,0.53,0.32,0.83,0.21,0.1,0.52,0.37,0.97,0.51,0.14,0.8
genoviz.csv,0.56,0.43,0.13,0.32,0.17,0.21,0.22,0.09,0.26,0.11,0.16,0.11,0.1,0.0,0.36,0.0,1.0
gzigzag.csv,0.54,0.13,0.13,0.16,0.93,0.42,0.25,0.18,0.49,0.24,0.03,0.33,0.15,0.06,0.32,0.23,0.8
irrlicht.csv,0.87,0.83,0.93,0.95,0.86,0.95,0.86,0.99,1.0,0.84,0.87,0.94,0.84,0.98,0.88,0.77,1.0
moast.csv,0.15,0.08,0.1,0.32,0.55,0.0,0.59,0.03,0.6,0.08,0.0,0.12,0.01,1.0,0.11,0.07,0.4
mptvseries.csv,0.92,0.25,0.46,0.74,0.48,0.89,0.51,0.38,0.83,0.42,0.52,0.33,0.33,0.98,0.7,0.18,0.8
openfrag.csv,0.97,0.64,0.88,0.74,0.69,0.95,0.84,0.6,0.91,0.58,0.61,0.98,0.76,0.98,0.81,0.79,0.8
qse.csv,0.92,0.55,0.59,0.89,0.66,0.63,0.78,0.44,0.97,0.68,0.71,0.55,0.51,0.99,0.7,0.41,1.0
sauerbraten.csv,0.95,0.15,0.5,0.37,0.34,0.37,0.51,0.31,0.4,0.21,0.35,0.35,0.19,0.61,0.47,0.05,0.2
toped.csv,0.74,0.87,0.85,0.68,0.45,0.79,1.0,0.82,0.89,0.39,0.87,0.14,0.76,0.94,0.56,0.59,0.4
truevision.csv,0.85,0.62,0.59,0.68,0.93,0.68,0.63,0.39,0.71,1.0,0.42,0.68,0.48,0.98,0.75,0.71,1.0
uwom.csv,0.77,0.32,0.86,0.58,0.34,0.95,0.61,0.84,0.46,0.71,0.45,0.59,0.36,0.16,0.98,0.66,0.8
zoolib.csv,0.21,0.02,0.24,0.21,0.03,0.05,0.18,0.02,0.0,0.13,0.61,0.03,0.07,0.07,0.15,0.05,0.4
zxing.csv,0.69,0.34,0.76,0.37,0.76,0.74,0.63,0.5,0.34,0.61,0.39,0.52,0.58,0.49,0.63,1.0,1.0
