,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.34,0.92,0.54,0.55,0.43,0.46,0.43,0.56,0.5,0.51,0.98,0.53,0.51,0.62,0.6,0.75,0.62
delphilhlplib.csv,0.35,0.42,0.45,0.44,0.55,0.4,0.36,0.49,0.46,0.36,0.54,0.44,0.48,0.71,0.42,0.38,0.38
exordium.csv,0.5,0.56,0.96,0.74,0.42,0.67,0.48,0.98,0.67,0.97,0.99,0.93,0.95,0.57,0.88,0.93,0.37
fltk.csv,0.33,0.72,0.54,0.58,0.58,0.73,0.45,0.75,0.5,0.89,0.75,0.64,0.77,0.44,0.84,0.89,0.39
genoviz.csv,0.48,0.7,0.94,0.78,0.89,0.8,0.77,0.95,0.89,0.75,0.94,0.88,0.86,0.75,0.99,0.0,0.8
gzigzag.csv,0.48,0.88,0.96,0.92,0.81,0.6,0.88,0.9,0.76,0.97,0.95,0.83,0.95,0.93,0.75,0.75,0.43
irrlicht.csv,0.35,0.39,0.44,0.46,0.4,0.4,0.34,0.5,0.43,0.42,0.49,0.45,0.41,0.42,0.41,0.35,0.32
moast.csv,0.89,0.92,0.96,0.94,0.54,0.67,0.39,0.83,0.5,0.75,0.75,0.88,0.75,0.42,0.99,0.75,0.43
mptvseries.csv,0.34,0.8,0.64,0.57,0.53,0.59,0.48,0.72,0.5,0.94,0.98,0.84,0.68,0.42,0.51,0.9,0.32
openfrag.csv,0.31,0.41,0.45,0.51,0.43,0.41,0.37,0.52,0.42,0.55,0.53,0.53,0.45,0.41,0.39,0.36,0.36
qse.csv,0.32,0.48,0.56,0.55,0.5,0.52,0.37,0.59,0.53,0.47,0.78,0.55,0.54,0.4,0.49,0.57,0.36
sauerbraten.csv,0.38,0.87,0.61,0.69,0.71,0.75,0.5,0.76,0.67,0.92,0.98,0.85,0.95,0.68,0.72,0.67,0.75
toped.csv,0.4,0.44,0.48,0.53,0.58,0.44,0.33,0.52,0.45,0.61,0.61,0.94,0.45,0.45,0.5,0.51,0.71
truevision.csv,0.32,0.41,0.49,0.52,0.42,0.5,0.39,0.58,0.39,0.58,0.9,0.35,0.53,0.42,0.49,0.47,0.33
uwom.csv,0.38,0.65,0.46,0.5,0.63,0.4,0.46,0.49,0.69,0.49,0.56,0.63,0.67,0.62,0.79,0.49,0.44
zoolib.csv,0.89,0.5,0.97,0.88,0.75,0.67,0.9,0.83,0.0,0.83,0.95,0.5,0.8,0.94,0.98,0.75,0.5
zxing.csv,0.38,0.55,0.42,0.57,0.49,0.4,0.33,0.43,0.65,0.38,0.53,0.51,0.45,0.55,0.54,0.41,0.48
