,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.68,0.82,0.55,0.62,0.62,0.58,0.59,0.68,0.52,0.53,0.63,0.62,0.02,0.66,0.48,0.72,0.46
delphilhlplib.csv,0.84,0.0,0.82,0.79,0.61,0.85,0.69,0.74,0.27,0.73,0.87,0.84,0.75,0.72,0.81,0.73,0.85
exordium.csv,0.95,1.0,0.89,0.0,0.87,0.9,0.68,0.78,0.57,0.75,0.6,0.82,0.85,1.26,0.65,0.79,0.85
fltk.csv,0.41,0.77,0.13,0.39,0.57,0.47,0.52,0.71,0.23,0.79,0.9,0.49,0.63,0.08,0.5,0.86,0.57
genoviz.csv,0.44,0.69,0.87,0.69,0.83,0.79,0.82,0.92,0.74,0.89,0.84,0.89,0.9,1.0,0.64,1.0,0.0
gzigzag.csv,0.57,0.87,0.87,0.86,0.07,0.62,0.82,0.84,0.62,0.83,0.97,0.67,0.88,0.94,0.71,0.79,0.43
irrlicht.csv,0.76,0.69,0.85,0.7,0.73,0.78,0.68,0.01,0.98,0.8,0.89,0.89,0.76,0.35,0.84,0.86,0.71
moast.csv,0.86,1.03,0.91,0.71,0.55,1.0,0.53,0.97,0.43,0.92,1.0,0.88,0.99,0.03,0.9,0.93,0.76
mptvseries.csv,0.71,0.76,0.55,0.36,0.6,0.11,0.59,0.64,0.29,0.58,0.5,0.67,0.71,0.28,0.43,0.82,0.57
openfrag.csv,0.71,0.53,0.64,0.52,0.64,0.52,0.9,0.63,0.86,0.76,0.66,0.1,0.48,0.45,0.59,0.41,0.8
qse.csv,0.59,0.5,0.5,0.49,0.56,0.51,0.7,0.63,0.03,0.49,0.47,0.56,0.63,0.76,0.48,0.66,0.62
sauerbraten.csv,0.05,0.93,0.66,0.64,0.67,0.65,0.83,0.73,0.61,0.79,0.65,0.66,0.82,0.39,0.55,0.95,0.84
toped.csv,0.91,0.84,0.92,0.72,0.61,0.44,0.0,0.9,0.96,0.73,0.78,0.87,0.65,0.07,0.74,0.72,0.66
truevision.csv,0.6,0.44,0.55,0.38,0.87,0.39,0.76,0.67,0.37,0.0,0.61,0.54,0.59,0.38,0.43,0.71,0.98
uwom.csv,0.67,1.03,0.85,0.52,0.72,0.78,0.77,0.95,0.73,0.76,0.85,0.67,0.72,1.15,0.02,0.58,0.65
zoolib.csv,0.8,0.98,0.76,0.79,0.97,0.95,0.83,0.98,1.0,0.87,0.39,0.97,0.93,0.93,0.85,0.95,0.6
zxing.csv,0.7,0.9,0.72,0.73,0.62,0.58,0.58,0.63,0.7,0.53,0.75,0.65,0.63,0.55,0.5,0.0,0.4
