,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.67,0.11,0.36,0.5,0.54,0.48,0.44,0.49,0.49,0.32,0.14,0.23,0.02,0.17,0.27,0.18,0.22
delphilhlplib.csv,0.83,0.0,0.81,0.79,0.42,0.84,0.67,0.73,0.21,0.7,0.87,0.83,0.69,0.52,0.81,0.71,0.76
exordium.csv,0.0,0.89,0.09,0.0,0.87,0.03,0.44,0.14,0.0,0.25,0.25,0.06,0.16,0.97,0.14,0.12,0.82
fltk.csv,0.38,0.22,0.08,0.23,0.24,0.03,0.22,0.2,0.15,0.01,0.0,0.04,0.09,0.07,0.08,0.06,0.53
genoviz.csv,0.04,0.39,0.0,0.05,0.04,0.03,0.22,0.08,0.0,0.0,0.04,0.02,0.0,0.1,0.03,0.0,0.0
gzigzag.csv,0.33,0.06,0.08,0.16,0.0,0.23,0.33,0.16,0.34,0.34,0.06,0.02,0.22,0.03,0.2,0.18,0.38
irrlicht.csv,0.75,0.67,0.84,0.7,0.72,0.77,0.67,0.0,0.98,0.79,0.88,0.89,0.75,0.34,0.83,0.82,0.71
moast.csv,0.12,0.44,0.14,0.18,0.32,0.1,0.33,0.02,0.15,0.01,0.01,0.0,0.05,0.03,0.11,0.0,0.47
mptvseries.csv,0.71,0.11,0.12,0.25,0.31,0.0,0.33,0.14,0.23,0.03,0.14,0.06,0.22,0.28,0.3,0.0,0.53
openfrag.csv,0.71,0.39,0.63,0.45,0.56,0.52,0.89,0.49,0.85,0.63,0.53,0.09,0.42,0.45,0.55,0.35,0.78
qse.csv,0.58,0.22,0.29,0.48,0.44,0.35,0.67,0.29,0.0,0.38,0.37,0.32,0.4,0.76,0.37,0.29,0.62
sauerbraten.csv,0.0,0.39,0.42,0.11,0.15,0.16,0.67,0.25,0.09,0.07,0.1,0.08,0.13,0.03,0.13,0.0,0.24
toped.csv,0.88,0.83,0.91,0.64,0.27,0.39,0.0,0.88,0.96,0.41,0.77,0.13,0.6,0.03,0.59,0.59,0.27
truevision.csv,0.58,0.22,0.37,0.21,0.87,0.23,0.67,0.27,0.23,0.0,0.17,0.43,0.27,0.38,0.35,0.65,0.98
uwom.csv,0.62,0.78,0.83,0.3,0.3,0.77,0.67,0.94,0.49,0.7,0.65,0.53,0.33,0.79,0.01,0.47,0.62
zoolib.csv,0.04,0.06,0.03,0.07,0.03,0.06,0.11,0.06,0.0,0.01,0.0,0.0,0.0,0.03,0.04,0.06,0.0
zxing.csv,0.62,0.61,0.68,0.38,0.57,0.52,0.44,0.37,0.23,0.35,0.43,0.43,0.47,0.21,0.34,0.0,0.4
