,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.68,0.83,0.68,0.3,0.29,0.46,0.89,0.79,0.56,0.49,0.21,0.7,0.99,0.94,0.39,0.85,0.23
delphilhlplib.csv,0.64,1.0,0.6,0.3,0.29,0.4,0.87,0.8,0.74,0.38,0.1,0.57,0.56,0.88,0.23,0.79,0.08
exordium.csv,1.0,0.64,0.62,1.0,0.25,0.67,0.86,0.85,1.0,0.38,0.14,0.8,0.55,0.61,0.42,0.86,0.1
fltk.csv,0.79,0.78,0.94,0.5,0.39,0.91,0.93,0.85,0.81,0.89,0.75,0.94,0.83,0.99,0.64,0.89,0.14
genoviz.csv,0.96,0.77,1.0,0.67,0.56,0.8,0.85,0.79,1.0,1.0,0.29,0.88,1.0,0.25,0.76,0.0,1.0
gzigzag.csv,0.72,0.88,0.69,0.25,1.0,0.53,0.81,0.79,0.52,0.27,0.05,0.96,0.45,0.93,0.31,0.81,0.19
irrlicht.csv,0.65,0.79,0.59,0.32,0.27,0.43,0.88,1.0,0.43,0.36,0.09,0.57,0.58,0.96,0.23,0.75,0.14
moast.csv,0.67,0.33,0.5,0.38,0.35,0.0,0.91,0.83,0.75,0.75,0.0,1.0,0.25,1.0,0.23,1.0,0.09
mptvseries.csv,0.68,0.87,0.84,0.5,0.33,1.0,0.9,0.9,0.72,0.89,0.26,0.88,0.65,0.97,0.39,1.0,0.14
openfrag.csv,0.69,0.83,0.65,0.36,0.28,0.53,0.84,0.81,0.44,0.33,0.1,0.93,0.69,0.95,0.29,0.88,0.1
qse.csv,0.72,0.88,0.73,0.39,0.32,0.52,0.87,0.84,1.0,0.49,0.15,0.68,0.61,0.91,0.35,0.82,0.15
sauerbraten.csv,1.0,0.53,0.61,0.54,0.42,0.58,0.81,0.81,0.78,0.62,0.25,0.85,0.65,0.99,0.5,1.0,0.08
toped.csv,0.58,0.75,0.55,0.27,0.34,0.56,1.0,0.76,0.41,0.34,0.1,0.56,0.61,1.0,0.21,0.77,0.14
truevision.csv,0.7,0.89,0.68,0.52,0.25,0.65,0.84,0.83,0.69,1.0,0.19,0.66,0.68,0.95,0.38,0.78,0.1
uwom.csv,0.67,0.55,0.58,0.39,0.26,0.43,0.84,0.75,0.41,0.35,0.06,0.58,0.57,0.62,0.97,0.82,0.12
zoolib.csv,0.89,0.5,0.91,0.5,0.25,0.33,0.9,0.5,0.0,0.83,1.0,1.0,1.0,0.94,0.51,0.75,1.0
zxing.csv,0.64,0.62,0.6,0.25,0.29,0.47,0.89,0.82,0.52,0.48,0.08,0.6,0.6,0.95,0.34,1.0,0.22
