,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.18,0.26,0.35,0.16,0.48,0.01,0.45,0.3,0.31,0.28,0.07,0.0,0.05,0.14,0.17,0.0,0.26
biopax.csv,0.36,0.83,0.84,0.93,0.58,0.69,0.6,0.89,0.62,0.91,0.91,0.67,0.55,0.71,0.74,0.0,0.87
ffigo.csv,0.44,0.19,0.27,0.42,0.23,0.27,0.38,0.47,0.46,0.27,0.27,0.0,0.0,0.45,0.52,0.05,0.52
freebios.csv,0.6,0.22,0.0,0.19,0.38,0.31,0.4,0.52,0.56,0.14,0.42,0.0,0.52,0.4,0.52,0.45,0.16
glelite.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.91,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gnupdate.csv,0.07,0.06,0.33,0.27,0.01,0.12,0.15,0.17,0.17,0.06,0.09,0.0,0.14,0.06,0.09,0.25,0.19
go.csv,0.0,0.55,0.63,0.61,0.48,0.59,0.55,0.52,0.48,0.76,0.22,0.67,0.41,0.31,0.63,0.0,0.52
gstreamer.csv,0.49,0.46,0.2,0.39,0.33,0.48,0.21,0.45,0.33,0.24,0.44,0.67,0.36,0.01,0.35,0.15,0.52
metacosm.csv,0.04,0.1,0.29,0.13,0.14,0.14,0.02,0.11,0.16,0.08,0.1,0.67,0.09,0.07,0.09,0.05,0.0
pcsx2.csv,0.71,0.52,0.33,0.33,0.84,0.56,0.72,0.85,0.0,0.55,0.26,0.0,0.2,0.63,0.28,0.05,0.55
pgui.csv,0.29,0.11,0.12,0.36,0.38,0.27,0.19,0.0,0.46,0.27,0.14,0.0,0.18,0.26,0.2,0.6,0.29
qse.csv,0.07,0.2,0.29,0.43,0.2,0.16,0.02,0.2,0.32,0.44,0.34,0.67,0.18,0.11,0.33,0.05,0.52
rebecca-aiml.csv,0.69,0.24,0.12,0.45,0.43,0.49,0.4,0.73,0.45,0.01,0.33,0.0,0.68,0.75,0.41,0.6,0.1
skia.csv,0.11,0.06,0.02,0.13,0.14,0.2,0.06,0.22,0.09,0.04,0.27,0.0,0.09,0.1,0.0,0.15,0.1
vars-redux.csv,0.11,0.1,0.1,0.01,0.22,0.16,0.15,0.32,0.15,0.11,0.12,0.0,0.09,0.11,0.11,0.1,0.06
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.62,0.0,0.51,0.76,0.31,0.8,0.7,0.38,0.65,0.43,0.76,0.33,0.5,0.39,0.65,1.0,0.55
