,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.71,0.14,0.06,0.43,0.11,0.24,0.32,0.5,0.35,0.55,0.26,0.62,0.65,0.17,0.0
biodwh.csv,0.12,0.27,0.06,0.44,0.05,0.09,0.16,0.0,0.0,0.55,0.05,0.0,0.2,0.05,0.0
brlcad.csv,0.96,0.42,0.11,0.03,0.02,0.2,0.0,0.5,0.34,0.02,0.26,0.41,0.21,0.0,0.0
delphilhlplib.csv,0.83,0.26,0.28,0.14,0.52,0.48,0.06,0.5,0.38,0.12,0.32,0.55,0.3,0.1,0.06
exordium.csv,0.71,0.16,0.72,0.06,0.2,0.45,0.19,0.0,0.19,0.17,0.21,0.28,0.37,0.12,0.06
fltk.csv,0.62,0.22,0.33,0.27,0.34,0.6,0.23,0.5,0.91,0.9,0.32,0.83,0.38,0.83,0.41
gzigzag.csv,0.46,0.0,0.11,0.04,0.11,0.27,0.06,0.75,0.32,0.14,0.16,0.62,0.3,0.12,0.06
jcache.csv,0.79,0.69,0.78,0.34,0.7,0.73,0.32,1.0,0.51,0.43,0.63,0.66,0.3,0.15,0.71
mimosa.csv,0.92,0.87,0.72,0.25,0.84,0.88,0.74,1.0,0.94,0.21,0.89,0.59,0.44,0.2,0.76
moast.csv,0.38,1.0,0.67,0.68,0.45,0.94,0.52,0.5,0.38,0.98,0.21,0.03,1.0,0.83,0.59
mptvseries.csv,0.54,0.63,0.0,0.17,0.21,0.13,0.23,0.5,0.29,0.5,0.21,0.0,0.11,0.02,0.12
ogre.csv,0.12,0.37,0.72,0.49,0.82,0.85,0.81,0.0,0.69,0.24,0.68,1.0,0.49,0.9,0.88
qdvdauthor.csv,0.04,0.86,0.67,0.75,0.54,0.43,0.52,1.0,0.72,0.52,0.42,0.0,0.54,0.9,0.29
sauerbraten.csv,0.38,0.81,0.72,0.82,0.66,0.67,0.74,0.5,0.91,0.4,0.84,0.1,0.79,0.95,0.65
zxing.csv,0.46,0.08,0.67,0.54,0.11,0.33,0.19,0.5,0.51,0.71,0.42,0.83,0.42,0.29,0.24
