,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.69,0.32,0.64,0.47,0.48,0.74,0.61,0.43,0.66,0.66,0.29,0.44,0.96,0.1,0.66,0.27,0.8
delphilhlplib.csv,0.59,1.0,0.68,0.89,0.83,0.68,0.94,0.68,0.83,0.79,0.97,0.89,0.73,0.92,0.81,0.73,1.0
exordium.csv,0.46,0.38,0.18,1.0,0.45,0.11,0.45,0.34,0.49,0.37,0.23,0.29,0.21,0.12,0.42,0.25,1.0
fltk.csv,0.67,0.42,0.99,0.47,0.48,0.47,0.57,0.38,0.29,0.47,0.35,0.26,0.36,0.94,0.54,0.45,0.6
genoviz.csv,0.0,0.02,0.0,0.0,0.07,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0
gzigzag.csv,0.51,0.25,0.19,0.21,0.86,0.37,0.27,0.34,0.43,0.29,0.13,0.15,0.15,0.08,0.18,0.11,0.6
irrlicht.csv,0.95,0.47,0.47,0.95,0.41,0.26,0.65,0.99,0.94,0.82,0.71,0.89,0.34,0.79,0.47,0.62,0.6
moast.csv,1.0,0.92,1.0,1.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
mptvseries.csv,0.67,0.25,0.3,0.47,0.34,0.95,0.35,0.19,0.2,0.24,0.23,0.18,0.27,0.11,0.47,0.14,1.0
openfrag.csv,0.92,0.55,0.51,0.95,0.76,0.63,0.78,0.57,0.8,0.68,0.42,0.95,0.79,0.99,0.64,0.73,0.8
qse.csv,0.79,0.7,0.5,0.68,0.45,0.32,0.71,0.24,0.97,0.53,0.58,0.32,0.36,0.08,0.6,0.36,0.8
sauerbraten.csv,0.92,0.26,0.45,0.42,0.48,0.16,0.57,0.34,0.23,0.32,0.16,0.24,0.24,0.12,0.37,0.09,0.6
toped.csv,0.92,0.3,0.62,0.79,0.21,0.89,1.0,0.52,0.43,0.37,0.81,0.74,0.73,0.11,0.47,0.14,0.0
truevision.csv,0.82,0.79,0.65,0.63,0.76,0.63,0.71,0.36,0.43,1.0,0.32,0.58,0.43,0.99,0.68,0.79,0.6
uwom.csv,0.46,0.49,0.44,0.58,0.55,0.68,0.45,0.39,0.71,0.37,0.26,0.26,0.45,0.62,0.96,0.3,0.6
zoolib.csv,0.05,0.02,0.08,0.16,0.0,0.11,0.04,0.05,0.23,0.03,0.84,0.06,0.03,0.03,0.04,0.02,0.0
zxing.csv,0.62,0.25,0.82,0.58,0.48,0.58,0.57,0.46,0.06,0.55,0.71,0.65,0.66,0.43,0.66,1.0,0.4
