,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.76,0.54,0.33,0.28,0.3,0.38,0.41,0.24,0.28,0.92,0.13,0.63,0.0
ftm.csv,0.7,0.27,0.44,0.24,0.65,0.53,0.58,0.54,0.16,0.31,0.58,0.66,0.69
google-web-toolkit.csv,0.79,0.21,0.39,0.07,0.49,0.7,0.49,0.73,0.29,0.95,0.39,0.6,0.78
gzigzag.csv,0.75,0.0,0.38,0.17,0.37,0.52,0.25,0.13,0.25,0.4,0.17,0.65,0.55
illumination.csv,0.05,0.0,0.41,0.0,0.66,0.0,0.0,0.1,0.7,0.02,0.09,0.0,0.62
jcache.csv,0.56,0.45,0.37,0.19,0.69,0.65,0.57,0.68,0.34,0.72,0.75,0.52,0.86
moast.csv,0.21,0.38,0.35,0.04,0.54,0.45,0.41,0.24,0.27,0.98,0.74,0.15,0.43
nativeclient.csv,0.75,0.45,0.39,0.21,0.65,0.6,0.55,0.67,0.28,0.95,0.73,0.59,0.76
ns-3-dev-def-routing.csv,0.77,0.41,0.36,0.28,0.52,0.58,0.57,0.65,0.21,0.91,0.62,0.63,0.61
openfrag.csv,0.8,0.34,0.38,0.18,0.76,0.73,0.59,0.65,0.15,0.95,0.44,0.64,0.61
qdvdauthor.csv,0.46,0.28,0.31,0.15,0.63,0.49,0.54,0.79,0.2,0.88,0.7,0.61,0.53
sauerbraten.csv,0.81,0.4,0.42,0.16,0.71,0.66,0.55,0.82,0.3,0.95,0.74,0.61,0.62
zoolib.csv,0.78,0.34,0.37,0.34,0.45,0.52,0.51,0.54,0.17,0.94,0.23,0.61,0.53
