,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.76,0.31,0.86,0.94,0.99,0.16,0.83,0.21,0.97,0.3,1.0,0.71,0.67,0.25
flylinkdc.csv,1.0,0.15,0.29,0.35,0.34,0.16,0.75,0.08,0.27,0.21,0.22,0.24,0.25,0.11
grisbi.csv,0.81,0.83,0.86,0.53,0.75,0.93,1.0,0.92,1.0,0.95,1.0,0.63,0.83,0.96
jaolt.csv,0.86,0.83,0.79,0.82,0.59,0.84,0.83,0.82,0.88,0.99,0.78,0.62,0.54,0.86
maidsafe-dht.csv,0.16,0.0,0.93,0.29,0.08,0.09,0.25,0.05,0.11,0.08,0.0,0.07,0.0,0.12
mimosa.csv,0.35,0.58,0.43,0.29,0.49,0.72,0.33,0.97,0.36,0.75,0.33,0.24,0.21,0.34
n2cms.csv,0.49,0.98,0.5,0.18,0.46,0.21,0.58,0.29,0.44,0.49,0.11,0.36,0.25,0.57
nassp.csv,0.16,0.1,0.36,0.06,0.2,0.12,0.83,0.18,0.15,0.36,0.0,0.08,0.21,0.2
nug.csv,0.38,0.5,0.0,0.82,0.38,0.4,0.42,0.34,0.15,0.33,0.22,0.27,0.21,0.21
quantlib.csv,0.24,0.38,0.43,0.35,0.29,0.81,0.25,0.39,0.55,0.79,0.78,0.42,1.0,0.57
red5.csv,0.76,0.46,0.64,0.88,0.79,1.0,0.58,0.37,0.53,0.55,1.0,0.45,0.62,0.29
super-tux.csv,1.0,1.0,1.0,1.0,0.98,0.77,1.0,0.74,1.0,0.82,1.0,1.0,1.0,0.3
tcvp.csv,0.22,0.42,0.36,0.24,0.39,0.35,0.5,0.32,0.38,0.16,1.0,0.2,0.5,0.71
zxing.csv,0.86,0.5,0.79,0.71,0.46,0.44,0.92,0.61,0.76,0.64,0.33,0.52,0.54,1.0
