,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.56,0.36,0.6,0.53,0.99,0.19,0.09,0.25,0.0,0.34,0.17,0.61,0.55,0.29
flylinkdc.csv,1.0,0.18,0.33,0.39,0.39,0.19,0.75,0.1,0.32,0.25,0.26,0.28,0.29,0.13
grisbi.csv,0.66,0.6,0.65,0.37,0.67,0.27,0.61,0.44,1.0,0.13,0.3,0.66,0.58,0.4
jaolt.csv,0.56,0.51,0.66,0.23,0.6,0.6,0.71,0.34,0.63,0.99,0.47,0.62,0.5,0.67
maidsafe-dht.csv,0.19,0.0,0.94,0.33,0.1,0.11,0.29,0.06,0.13,0.1,0.0,0.09,0.0,0.15
mimosa.csv,0.37,0.58,0.46,0.34,0.47,0.65,0.37,0.98,0.4,0.66,0.37,0.28,0.25,0.37
n2cms.csv,0.52,0.98,0.52,0.21,0.5,0.25,0.6,0.33,0.49,0.51,0.13,0.4,0.28,0.59
nassp.csv,0.19,0.12,0.41,0.07,0.24,0.14,0.86,0.21,0.18,0.4,0.0,0.1,0.25,0.24
nug.csv,0.4,0.5,0.0,0.85,0.38,0.44,0.46,0.38,0.17,0.37,0.26,0.3,0.24,0.25
quantlib.csv,0.28,0.41,0.45,0.4,0.33,0.52,0.29,0.43,0.54,0.46,0.67,0.46,1.0,0.21
red5.csv,0.56,0.47,0.6,0.66,0.39,1.0,0.58,0.41,0.34,0.56,0.27,0.36,0.61,0.33
super-tux.csv,0.09,0.27,0.0,0.0,0.0,0.5,0.09,0.72,0.0,0.42,0.0,1.0,0.05,0.33
tcvp.csv,0.26,0.44,0.4,0.27,0.43,0.39,0.52,0.31,0.41,0.19,1.0,0.23,0.52,0.51
zxing.csv,0.52,0.51,0.64,0.34,0.5,0.47,0.53,0.52,0.75,0.61,0.36,0.56,0.51,1.0
