,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.73,0.12,0.73,0.81,0.03,0.14,0.98,0.1,1.0,0.17,0.96,0.6,0.68,0.06
flylinkdc.csv,0.0,0.09,0.2,0.22,0.13,0.1,0.26,0.33,0.0,0.24,0.14,0.2,0.2,0.12
grisbi.csv,0.62,0.72,0.67,0.83,0.54,0.93,0.76,0.86,0.0,0.97,0.92,0.2,0.74,0.88
jaolt.csv,0.77,0.8,0.6,0.94,0.38,0.72,0.54,0.9,0.71,0.03,0.82,0.4,0.61,0.65
maidsafe-dht.csv,0.03,0.11,0.0,0.17,0.08,0.07,0.13,0.05,0.0,0.1,0.04,0.0,0.07,0.12
mimosa.csv,0.52,0.41,0.35,0.06,0.59,0.52,0.26,0.0,0.21,0.55,0.35,0.2,0.2,0.47
n2cms.csv,0.28,0.01,0.37,0.42,0.21,0.24,0.28,0.31,0.07,0.38,0.19,0.2,0.42,0.29
nassp.csv,0.11,0.14,0.08,0.11,0.15,0.21,0.0,0.17,0.0,0.31,0.04,0.2,0.13,0.12
nug.csv,0.49,0.49,0.12,0.0,0.64,0.24,0.26,0.26,0.71,0.21,0.09,0.4,0.32,0.18
quantlib.csv,0.31,0.43,0.45,0.17,0.15,0.79,0.13,0.26,0.5,0.83,0.58,0.2,0.0,0.94
red5.csv,0.73,0.5,0.52,0.67,0.87,0.0,0.41,0.31,0.86,0.38,0.93,0.8,0.43,0.12
super-tux.csv,0.98,0.93,1.0,1.0,1.0,0.79,0.98,0.36,1.0,0.86,1.0,0.0,0.99,0.47
tcvp.csv,0.28,0.43,0.2,0.53,0.26,0.31,0.41,0.74,0.43,0.34,0.0,0.4,0.4,0.76
zxing.csv,0.8,0.45,0.63,0.89,0.26,0.34,0.8,0.67,0.29,0.48,0.46,0.2,0.59,0.0
