,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.28,0.62,0.21,0.36,0.99,0.64,0.18,0.67,0.82,0.81,0.11,0.96,0.2,0.93
flylinkdc.csv,1.0,0.5,0.25,0.43,0.89,0.7,0.43,0.18,1.0,0.68,0.17,0.96,0.24,0.75
grisbi.csv,0.33,0.43,0.23,0.23,0.81,0.6,0.26,0.49,1.0,0.71,0.12,0.98,0.22,0.78
jaolt.csv,0.3,0.4,0.23,0.29,0.82,0.63,0.29,0.45,0.85,0.99,0.1,0.97,0.18,0.81
maidsafe-dht.csv,0.67,0.0,1.0,0.45,0.75,0.67,0.33,0.5,1.0,0.67,0.0,1.0,0.0,0.78
mimosa.csv,0.2,0.48,0.22,0.71,0.71,0.67,0.25,1.0,0.89,0.77,0.1,0.96,0.21,0.7
n2cms.csv,0.39,0.98,0.24,0.17,0.87,0.56,0.35,0.46,0.97,0.77,0.07,0.97,0.13,0.86
nassp.csv,0.35,0.33,0.5,0.2,0.79,0.45,1.0,0.5,1.0,0.74,0.0,0.89,0.29,0.85
nug.csv,0.22,0.4,0.0,1.0,0.64,0.71,0.29,0.54,0.5,0.8,0.22,0.93,0.14,0.8
quantlib.csv,0.22,0.36,0.18,0.5,0.85,0.6,0.33,0.58,0.84,0.71,0.14,0.98,1.0,0.67
red5.csv,0.28,0.37,0.22,0.38,0.73,1.0,0.27,0.52,0.74,0.78,0.12,0.92,0.27,0.89
super-tux.csv,0.28,0.41,0.19,0.32,0.75,0.59,0.21,0.65,0.82,0.71,0.11,1.0,0.2,0.68
tcvp.csv,0.22,0.38,0.29,0.17,0.82,0.62,0.24,0.28,0.81,0.55,1.0,0.9,0.24,0.75
zxing.csv,0.29,0.42,0.22,0.27,0.84,0.66,0.23,0.45,0.93,0.77,0.08,0.98,0.19,1.0
