,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.41,0.42,0.34,0.52,0.99,0.26,0.3,0.32,0.89,0.44,0.2,0.82,0.3,0.39
flylinkdc.csv,1.0,0.23,0.27,0.39,0.49,0.26,0.55,0.11,0.43,0.32,0.19,0.38,0.24,0.19
grisbi.csv,0.47,0.57,0.36,0.32,0.78,0.73,0.41,0.64,1.0,0.81,0.21,0.77,0.35,0.86
jaolt.csv,0.44,0.54,0.36,0.43,0.69,0.72,0.43,0.58,0.87,0.99,0.18,0.75,0.27,0.83
maidsafe-dht.csv,0.26,0.0,0.96,0.36,0.14,0.16,0.29,0.1,0.19,0.15,0.0,0.13,0.0,0.22
mimosa.csv,0.26,0.53,0.29,0.42,0.58,0.7,0.29,0.99,0.52,0.76,0.16,0.38,0.21,0.46
n2cms.csv,0.43,0.98,0.33,0.17,0.6,0.31,0.44,0.35,0.6,0.6,0.08,0.53,0.17,0.69
nassp.csv,0.22,0.16,0.42,0.09,0.32,0.19,0.91,0.27,0.26,0.48,0.0,0.15,0.24,0.32
nug.csv,0.28,0.44,0.0,0.9,0.48,0.51,0.34,0.42,0.23,0.47,0.22,0.42,0.17,0.34
quantlib.csv,0.23,0.37,0.26,0.41,0.44,0.69,0.29,0.47,0.66,0.75,0.24,0.59,1.0,0.62
red5.csv,0.41,0.41,0.33,0.54,0.76,1.0,0.37,0.43,0.62,0.65,0.21,0.61,0.38,0.43
super-tux.csv,0.43,0.58,0.32,0.49,0.85,0.67,0.35,0.69,0.9,0.76,0.2,1.0,0.34,0.42
tcvp.csv,0.22,0.4,0.32,0.2,0.53,0.45,0.32,0.3,0.52,0.25,1.0,0.32,0.32,0.73
zxing.csv,0.43,0.46,0.35,0.39,0.59,0.53,0.37,0.52,0.83,0.7,0.13,0.68,0.28,1.0
