,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.82,0.52,0.82,0.6,0.31,0.53,0.72,0.64,0.87,0.83,0.67,0.29,0.47,0.26,0.83,0.33,0.0,0.86
ardour.csv,0.86,0.61,0.82,0.5,0.46,0.65,0.6,0.71,0.74,0.93,0.28,0.29,0.62,0.28,0.86,0.33,0.56,0.9
bacnet.csv,0.67,0.57,0.87,0.49,0.49,0.6,0.62,0.66,0.72,0.66,0.24,0.28,0.67,0.31,0.68,0.32,0.55,1.0
cortex-vfx.csv,0.74,0.58,0.76,0.4,0.39,0.47,0.68,0.7,0.58,0.93,0.23,0.26,0.6,0.4,0.75,0.31,0.67,0.87
enzo.csv,0.69,0.47,0.79,0.37,0.37,0.46,0.57,0.61,0.58,0.93,0.22,0.21,0.47,0.28,0.59,0.23,0.42,0.76
growl-for-windows.csv,0.89,0.0,0.0,0.57,0.41,0.65,0.56,0.0,0.71,1.0,0.21,0.0,0.72,0.0,0.87,1.0,0.59,0.81
heekscad.csv,0.83,0.63,0.84,0.41,0.47,0.58,0.6,0.71,0.65,1.0,0.22,0.27,0.78,0.31,0.64,0.25,0.51,0.75
minig.csv,0.49,0.32,0.7,0.33,0.56,0.38,0.43,0.43,0.46,0.71,0.1,0.18,0.38,0.17,0.61,0.06,0.36,0.86
multitude.csv,0.79,0.51,0.8,0.34,0.35,0.56,0.58,0.58,0.75,0.84,0.24,0.22,0.51,0.24,0.64,0.26,0.48,0.86
natpad.csv,0.71,0.5,0.84,0.45,0.48,0.62,0.64,0.64,0.71,0.69,0.27,0.26,0.62,0.3,0.64,0.35,0.59,1.0
open-ms.csv,0.88,0.72,0.84,0.5,0.46,0.37,0.56,0.75,0.57,1.0,0.33,0.27,0.5,0.23,0.73,0.3,1.0,0.78
planeshift.csv,0.73,0.46,0.87,0.37,0.42,0.48,0.54,0.56,0.58,0.8,0.16,0.21,0.49,0.21,0.6,0.24,0.5,0.76
rocrail.csv,0.78,0.67,0.83,0.38,0.36,0.6,0.6,0.63,0.65,0.92,0.18,0.23,0.59,0.23,0.59,0.46,0.53,0.71
salasaga.csv,0.71,0.5,0.83,0.48,0.47,0.57,0.69,0.65,0.62,0.6,0.32,0.3,0.65,0.31,0.61,0.31,0.6,1.0
xcsoar.csv,0.81,0.67,0.93,0.44,0.42,0.61,0.58,0.68,0.66,0.93,0.27,0.23,0.61,0.28,0.72,0.32,0.49,0.83
xemeiah.csv,0.72,0.51,0.86,0.4,0.4,0.69,0.58,0.67,0.79,0.73,0.24,0.25,0.57,0.23,0.62,0.36,0.56,0.92
xmoto.csv,0.87,0.61,0.84,0.67,0.43,0.54,0.55,0.69,0.61,1.0,0.21,0.27,0.71,0.39,0.55,0.26,0.54,0.76
zxing.csv,0.85,0.55,0.83,0.38,0.44,0.67,0.59,0.71,0.7,0.93,0.37,0.26,0.73,0.26,0.82,0.38,0.72,0.91
