,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.65,0.55,0.58,0.14,0.39,0.6,0.7,0.64,0.45,0.65,0.24,0.29,0.52,0.36,0.24,0.48,0.0,0.73
ardour.csv,0.62,0.7,0.72,0.44,0.48,0.51,0.53,0.71,0.48,0.73,0.36,0.36,0.6,0.41,0.28,0.49,0.57,0.78
bacnet.csv,0.67,0.67,0.71,0.52,0.51,0.68,0.37,0.67,0.47,0.4,0.35,0.35,0.61,0.42,0.52,0.45,0.6,0.19
cortex-vfx.csv,0.5,0.41,0.44,0.47,0.3,0.43,0.46,0.62,0.5,0.55,0.31,0.36,0.59,0.46,0.27,0.45,0.58,0.62
enzo.csv,0.72,0.6,0.85,0.52,0.53,0.58,0.71,0.71,0.7,0.89,0.34,0.34,0.62,0.41,0.61,0.37,0.54,0.83
growl-for-windows.csv,0.64,0.0,0.0,0.18,0.47,0.56,0.69,0.0,0.6,0.06,0.31,0.0,0.59,0.0,0.81,0.17,0.57,0.75
heekscad.csv,0.78,0.62,0.7,0.54,0.47,0.52,0.58,0.71,0.63,0.15,0.33,0.38,0.67,0.44,0.56,0.4,0.63,0.39
minig.csv,0.49,0.39,0.66,0.49,0.61,0.48,0.47,0.46,0.55,0.63,0.16,0.28,0.5,0.26,0.47,0.08,0.5,0.59
multitude.csv,0.8,0.58,0.68,0.47,0.51,0.66,0.73,0.7,0.73,0.88,0.37,0.34,0.61,0.38,0.56,0.4,0.58,0.8
natpad.csv,0.75,0.63,0.76,0.52,0.5,0.72,0.35,0.72,0.5,0.51,0.4,0.36,0.52,0.36,0.52,0.5,0.67,0.35
open-ms.csv,0.43,0.59,0.67,0.32,0.31,0.25,0.46,0.56,0.41,0.26,0.2,0.35,0.55,0.35,0.34,0.44,0.17,0.75
planeshift.csv,0.78,0.61,0.79,0.54,0.58,0.65,0.65,0.72,0.69,0.87,0.27,0.34,0.58,0.34,0.59,0.39,0.61,0.83
rocrail.csv,0.72,0.69,0.76,0.44,0.51,0.49,0.62,0.7,0.63,0.69,0.3,0.34,0.52,0.35,0.56,0.59,0.61,0.7
salasaga.csv,0.7,0.62,0.69,0.49,0.48,0.69,0.35,0.72,0.34,0.34,0.44,0.34,0.55,0.31,0.47,0.42,0.6,0.16
xcsoar.csv,0.73,0.67,0.62,0.46,0.55,0.5,0.66,0.71,0.66,0.7,0.34,0.3,0.61,0.4,0.78,0.48,0.59,0.71
xemeiah.csv,0.71,0.63,0.74,0.48,0.53,0.73,0.57,0.71,0.49,0.57,0.36,0.34,0.66,0.33,0.5,0.51,0.67,0.76
xmoto.csv,0.66,0.63,0.63,0.32,0.37,0.6,0.48,0.68,0.6,0.04,0.33,0.37,0.7,0.35,0.26,0.41,0.58,0.36
zxing.csv,0.68,0.63,0.73,0.13,0.47,0.65,0.43,0.69,0.47,0.56,0.38,0.35,0.61,0.37,0.38,0.54,0.53,0.82
