,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.33,0.74,0.58,0.6,0.53,0.42,0.4,0.64,0.53,0.47,0.9,0.5,0.52,0.93,0.54,0.78,0.5
delphilhlplib.csv,0.41,0.42,0.47,0.46,0.41,0.36,0.29,0.45,0.4,0.38,0.54,0.44,0.46,0.42,0.4,0.37,0.31
exordium.csv,0.43,0.58,0.93,0.74,0.5,0.88,0.59,0.83,0.68,0.81,0.88,0.77,0.79,0.6,0.7,0.81,0.41
fltk.csv,0.41,0.54,0.53,0.62,0.59,0.69,0.48,0.68,0.91,0.54,0.98,0.78,0.64,0.42,0.6,0.58,0.69
genoviz.csv,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.8
gzigzag.csv,0.5,0.88,0.97,0.89,0.81,0.68,0.8,0.78,0.79,0.82,0.97,0.89,0.92,0.86,0.99,0.83,0.8
irrlicht.csv,0.33,0.51,0.58,0.44,0.61,0.62,0.39,0.5,0.44,0.43,0.49,0.45,0.78,0.53,0.55,0.47,0.58
moast.csv,0.33,0.39,0.42,0.41,0.36,0.34,0.32,0.44,0.43,0.38,0.48,0.43,0.39,0.43,0.39,0.34,0.31
mptvseries.csv,0.36,0.82,0.8,0.59,0.81,0.56,0.53,0.88,0.89,0.93,0.98,0.93,0.68,0.72,0.75,0.88,0.78
openfrag.csv,0.32,0.47,0.58,0.44,0.42,0.57,0.38,0.52,0.47,0.54,0.62,0.54,0.43,0.41,0.46,0.4,0.35
qse.csv,0.34,0.36,0.56,0.61,0.53,0.64,0.37,0.62,0.5,0.55,0.76,0.61,0.66,0.7,0.5,0.62,0.34
sauerbraten.csv,0.42,0.63,0.57,0.67,0.57,0.9,0.42,0.61,0.82,0.91,0.97,0.76,0.79,0.94,0.71,0.88,0.35
toped.csv,0.35,0.67,0.56,0.53,0.94,0.42,0.33,0.75,0.68,0.68,0.59,0.52,0.53,0.96,0.55,0.88,0.45
truevision.csv,0.34,0.47,0.51,0.49,0.46,0.52,0.34,0.69,0.7,0.56,0.98,0.48,0.53,0.39,0.54,0.45,0.38
uwom.csv,0.48,0.57,0.65,0.56,0.55,0.43,0.52,0.62,0.55,0.79,0.98,0.9,0.54,0.61,0.81,0.88,0.45
zoolib.csv,0.5,0.0,0.93,0.8,0.8,0.75,0.67,0.92,0.89,0.0,0.96,0.8,0.5,0.86,0.95,0.0,0.0
zxing.csv,0.44,0.95,0.46,0.59,0.58,0.52,0.41,0.49,0.5,0.41,0.55,0.48,0.45,0.54,0.66,0.41,0.86
