,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.63,0.37,0.64,0.51,0.5,0.66,0.6,0.47,0.64,0.66,0.33,0.48,0.96,0.12,0.66,0.31,0.76
delphilhlplib.csv,0.58,1.0,0.62,0.59,0.59,0.57,0.57,0.58,0.73,0.62,0.42,0.45,0.62,0.69,0.71,0.6,0.71
exordium.csv,0.5,0.42,0.21,1.0,0.48,0.13,0.47,0.38,0.52,0.41,0.27,0.34,0.25,0.14,0.47,0.29,0.89
fltk.csv,0.7,0.46,0.99,0.5,0.51,0.51,0.57,0.43,0.34,0.51,0.4,0.3,0.4,0.87,0.57,0.5,0.62
genoviz.csv,0.0,0.02,0.0,0.0,0.09,0.06,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0
gzigzag.csv,0.55,0.29,0.23,0.25,0.88,0.4,0.31,0.38,0.46,0.33,0.16,0.18,0.18,0.1,0.21,0.13,0.64
irrlicht.csv,0.61,0.38,0.48,0.51,0.44,0.29,0.65,0.98,0.0,0.59,0.45,0.24,0.38,0.82,0.45,0.56,0.61
moast.csv,0.0,0.49,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17
mptvseries.csv,0.68,0.29,0.35,0.52,0.39,0.96,0.4,0.23,0.24,0.28,0.27,0.21,0.31,0.13,0.52,0.17,0.98
openfrag.csv,0.39,0.56,0.53,0.72,0.65,0.63,0.35,0.55,0.53,0.6,0.45,0.96,0.69,0.87,0.58,0.7,0.57
qse.csv,0.69,0.68,0.53,0.67,0.49,0.36,0.63,0.28,0.98,0.57,0.61,0.36,0.4,0.1,0.6,0.41,0.66
sauerbraten.csv,0.93,0.3,0.49,0.47,0.52,0.19,0.57,0.38,0.27,0.37,0.19,0.28,0.28,0.14,0.42,0.11,0.54
toped.csv,0.39,0.33,0.56,0.59,0.25,0.6,1.0,0.49,0.48,0.41,0.5,0.34,0.69,0.13,0.46,0.17,0.0
truevision.csv,0.67,0.46,0.65,0.62,0.43,0.64,0.63,0.4,0.48,1.0,0.37,0.61,0.47,0.36,0.69,0.63,0.51
uwom.csv,0.49,0.39,0.48,0.6,0.53,0.68,0.47,0.43,0.66,0.41,0.3,0.3,0.48,0.53,0.97,0.35,0.55
zoolib.csv,0.06,0.02,0.1,0.19,0.0,0.13,0.05,0.06,0.27,0.04,0.87,0.07,0.04,0.04,0.05,0.02,0.0
zxing.csv,0.55,0.29,0.62,0.55,0.47,0.57,0.59,0.48,0.07,0.56,0.62,0.49,0.63,0.42,0.68,1.0,0.44
