,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.61,0.73,0.86,0.73,0.89,0.81,0.61,0.04,0.77,0.5,0.85
codesmith.csv,0.88,0.73,0.95,0.5,0.41,0.54,0.55,0.91,0.68,0.81,0.0
javaprofiler.csv,0.83,0.71,1.03,0.79,0.76,0.91,0.81,0.76,1.02,0.0,0.75
jpaul.csv,0.0,0.68,0.86,0.85,0.65,0.79,0.48,0.7,1.0,0.76,0.9
jrdf.csv,0.48,0.77,0.91,0.76,0.13,0.71,0.42,0.9,0.9,0.91,0.94
mecat.csv,1.0,0.95,1.0,0.9,1.0,0.93,0.0,1.0,1.0,1.0,1.0
neodatis-odb.csv,0.72,0.03,0.83,0.79,0.91,0.7,0.6,0.97,0.61,0.76,0.73
synecdoche.csv,0.46,0.73,0.71,0.64,0.68,0.77,0.81,0.81,0.0,0.65,0.67
tycho.csv,0.98,0.71,0.0,0.76,0.87,0.61,0.41,0.72,0.64,0.71,0.91
unicase.csv,0.72,0.72,0.58,0.03,0.77,0.64,0.92,0.95,0.9,0.9,0.7
xcmetadataservicestoolkit.csv,0.71,0.65,1.0,0.65,0.85,0.03,0.7,0.61,0.68,0.82,0.83
