,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.73,0.56,0.45,0.59,0.43,0.51,0.62,0.98,0.35,0.69,0.44
codesmith.csv,0.42,0.53,0.34,0.65,0.69,0.59,0.8,0.37,0.63,0.51,1.0
javaprofiler.csv,0.21,0.49,0.0,0.28,0.56,0.38,0.36,0.6,0.0,1.0,0.44
jpaul.csv,1.0,0.42,0.17,0.19,0.44,0.26,0.67,0.37,0.0,0.28,0.2
jrdf.csv,0.58,0.31,0.11,0.29,0.89,0.35,0.68,0.12,0.12,0.11,0.17
mecat.csv,0.0,0.06,0.0,0.13,0.0,0.1,1.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.39,0.98,0.32,0.36,0.23,0.39,0.63,0.09,0.49,0.53,0.41
synecdoche.csv,0.66,0.36,0.35,0.57,0.38,0.32,0.52,0.32,1.0,0.5,0.65
tycho.csv,0.07,0.6,1.0,0.57,0.16,0.49,0.69,0.33,0.57,0.36,0.11
unicase.csv,0.58,0.56,0.54,0.99,0.57,0.6,0.3,0.38,0.38,0.41,0.47
xcmetadataservicestoolkit.csv,0.44,0.51,0.11,0.6,0.3,0.98,0.68,0.6,0.63,0.5,0.33
