,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.39,0.35,0.49,0.74,0.16,0.7,0.06,0.95,0.38,0.78,0.57
codesmith.csv,0.22,0.34,0.49,0.83,0.42,0.82,0.08,0.36,0.45,0.65,1.0
javaprofiler.csv,0.5,0.35,0.49,0.76,0.21,0.69,0.03,0.44,0.35,1.0,0.63
jpaul.csv,1.0,0.41,0.62,0.8,0.29,0.82,0.09,0.59,0.0,0.9,0.48
jrdf.csv,0.75,0.37,1.0,0.82,0.93,0.86,0.12,0.5,0.38,0.64,0.41
mecat.csv,0.0,1.0,0.0,0.83,0.0,1.0,1.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.32,1.0,0.45,0.67,0.11,0.78,0.06,0.14,0.54,0.66,0.65
synecdoche.csv,0.48,0.39,0.69,0.76,0.36,0.73,0.04,0.32,1.0,0.72,0.71
tycho.csv,0.08,0.37,1.0,0.74,0.33,0.82,0.12,0.55,0.45,0.82,1.0
unicase.csv,0.31,0.35,0.67,0.99,0.22,0.76,0.05,0.29,0.39,0.57,0.66
xcmetadataservicestoolkit.csv,0.3,0.39,0.21,0.76,0.14,1.0,0.07,0.45,0.45,0.66,0.56
