,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.61,0.64,0.75,0.69,0.8,0.73,0.52,0.03,0.35,0.42,0.68
codesmith.csv,0.71,0.59,0.89,0.36,0.24,0.33,0.55,0.88,0.65,0.72,0.0
javaprofiler.csv,0.07,0.49,1.0,0.2,0.71,0.87,0.47,0.76,1.0,0.0,0.47
jpaul.csv,0.0,0.29,0.11,0.1,0.25,0.13,0.35,0.14,0.0,0.06,0.35
jrdf.csv,0.07,0.24,0.0,0.14,0.02,0.13,0.25,0.06,0.12,0.11,0.38
mecat.csv,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.32,0.0,0.43,0.43,0.42,0.27,0.5,0.29,0.26,0.67,0.38
synecdoche.csv,0.29,0.27,0.18,0.48,0.15,0.27,0.73,0.39,0.0,0.39,0.65
tycho.csv,0.27,0.67,0.0,0.72,0.07,0.27,0.23,0.15,0.49,0.14,0.0
unicase.csv,0.66,0.63,0.32,0.03,0.76,0.53,0.92,0.83,0.88,0.72,0.44
xcmetadataservicestoolkit.csv,0.39,0.4,0.39,0.55,0.42,0.0,0.7,0.48,0.65,0.78,0.44
