,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.64,0.33,0.17,0.33,0.27,0.16,0.09,0.19,0.04,0.48,0.88,0.2
echongl.csv,0.55,0.36,0.49,0.53,0.69,0.32,0.86,0.07,0.11,0.9,0.25,0.42
hazelcast.csv,0.94,0.95,0.71,0.89,0.57,0.78,0.61,0.96,0.68,0.75,0.88,0.72
japano.csv,0.7,0.53,0.8,0.56,0.73,0.81,0.61,0.81,0.93,0.45,0.38,0.38
jmol.csv,0.73,0.84,0.76,0.9,0.97,0.7,1.0,1.0,0.54,0.89,0.88,0.88
mobicents.csv,0.85,0.53,0.59,0.67,0.45,0.89,0.96,0.52,0.57,0.6,0.88,0.6
nunit.csv,0.45,0.69,0.12,0.58,0.47,0.77,0.29,0.44,0.75,0.17,0.75,0.65
openefm.csv,0.73,0.8,0.76,0.82,0.4,0.16,0.21,0.3,0.5,0.2,0.25,0.22
snakeyaml.csv,0.15,0.2,0.12,0.22,0.15,0.4,0.05,0.67,0.21,0.11,0.38,0.2
trackit.csv,0.06,0.31,0.73,0.11,0.11,0.24,0.05,0.04,0.57,0.03,0.0,0.3
unicase.csv,0.73,0.69,0.59,0.82,0.71,0.76,0.6,0.96,0.61,0.78,1.0,0.8
wheat.csv,0.61,0.67,0.41,0.64,0.43,0.33,0.75,0.74,0.64,0.28,0.75,0.6
