,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,386.0,79.5,97.5,99.0,191.0,97.5,96.5,98.5,91.5,99.0,190.0,365.0
echongl.csv,286.5,99.0,93.5,99.0,583.5,98.5,98.5,188.0,91.5,99.0,92.5,655.0
hazelcast.csv,389.0,97.5,97.5,99.0,387.0,98.5,98.5,197.5,192.0,99.0,1259.5,197.0
japano.csv,482.5,99.0,97.5,99.0,385.0,98.5,98.5,196.5,195.0,99.0,1508.0,848.5
jmol.csv,563.0,99.0,97.5,99.0,680.0,98.5,197.5,197.5,97.5,99.0,286.5,395.0
mobicents.csv,290.5,94.5,97.5,99.0,290.5,98.5,197.5,197.5,195.0,99.0,1170.0,197.0
nunit.csv,291.5,93.5,97.5,99.0,289.5,97.5,197.5,197.5,97.5,99.0,1108.5,759.0
openefm.csv,290.5,99.0,95.5,198.0,91.5,95.5,98.5,197.5,84.5,99.0,128.0,676.0
snakeyaml.csv,478.5,94.5,93.5,99.0,94.5,98.5,95.5,194.5,260.5,99.0,516.0,89.5
trackit.csv,257.5,193.5,95.5,295.5,93.5,97.5,98.5,183.0,182.0,74.5,364.0,98.5
unicase.csv,476.5,94.5,97.5,99.0,680.0,97.5,97.5,197.5,97.5,99.0,380.0,395.0
wheat.csv,483.5,99.0,97.5,97.5,385.0,87.5,98.5,197.5,192.0,99.0,393.5,871.5
