,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.42,0.69,0.61,0.81,0.54,0.77,0.89,0.81,0.52,0.68,0.94,0.33,0.76,0.49
flylinkdc.csv,0.38,0.86,0.54,0.68,0.61,0.64,0.77,0.6,0.74,0.85,0.68,0.63,0.56,0.79
grisbi.csv,0.72,0.72,0.62,0.88,0.78,0.97,0.8,1.0,0.21,0.97,0.84,0.41,0.85,0.88
jaolt.csv,0.47,0.63,0.45,0.89,0.66,0.67,0.55,0.6,0.37,0.55,0.9,0.76,0.64,0.48
maidsafe-dht.csv,0.79,0.7,0.43,0.77,0.6,0.85,0.57,0.79,0.32,0.6,1.0,0.71,0.86,0.57
mimosa.csv,0.67,0.94,0.8,0.92,0.8,0.76,0.89,0.27,0.83,0.8,0.99,0.82,0.95,0.94
n2cms.csv,0.73,0.36,0.51,0.92,0.63,0.62,0.72,0.71,0.38,0.56,0.71,0.58,0.73,0.44
nassp.csv,0.63,0.77,0.72,0.73,0.72,0.88,0.33,0.82,0.68,0.82,1.0,0.77,0.67,0.81
nug.csv,0.79,0.62,0.93,0.36,0.98,0.62,0.65,0.95,0.98,0.83,0.72,0.72,0.87,0.92
quantlib.csv,1.0,0.88,0.93,1.0,0.7,0.88,1.0,0.83,1.0,1.0,1.0,1.0,0.41,1.0
red5.csv,0.82,0.96,0.76,0.83,0.8,0.49,0.98,0.91,1.05,0.8,1.0,0.41,0.82,0.76
super-tux.csv,0.95,0.76,0.69,0.65,0.86,0.61,0.62,0.94,1.07,0.73,0.97,0.1,0.89,0.63
tcvp.csv,0.97,0.94,0.93,1.0,0.85,0.95,1.0,1.0,0.98,0.99,0.27,0.99,1.0,0.98
zxing.csv,0.63,0.66,0.65,0.82,0.54,0.72,0.78,0.93,0.58,0.59,0.86,0.55,0.76,0.29
