,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,1.0,0.0,14.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,29.0,0.0,2.0,0.0
flylinkdc.csv,1.0,6.0,11.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0
grisbi.csv,5.0,6.0,3.0,2.0,5.0,0.0,13.0,7.0,1.0,0.0,12.0,0.0,3.0,0.0
jaolt.csv,0.0,5.0,4.0,14.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
maidsafe-dht.csv,2.0,2.0,6.0,9.0,0.0,1.0,8.0,1.0,0.0,0.0,82.0,0.0,1.0,0.0
mimosa.csv,3.0,4.0,7.0,0.0,5.0,0.0,17.0,0.0,0.0,1.0,18.0,0.0,5.0,0.0
n2cms.csv,2.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,20.0,2.0
nassp.csv,1.0,0.0,3.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,82.0,0.0,2.0,0.0
nug.csv,1.0,2.0,5.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0
quantlib.csv,6.0,3.0,2.0,0.0,1.0,0.0,18.0,1.0,0.0,101.0,82.0,101.0,3.0,72.0
red5.csv,5.0,6.0,6.0,0.0,4.0,0.0,17.0,0.0,4.0,0.0,19.0,0.0,12.0,2.0
super-tux.csv,4.0,3.0,4.0,0.0,4.0,0.0,7.0,5.0,4.0,0.0,18.0,0.0,3.0,0.0
tcvp.csv,5.0,0.0,1.0,52.0,0.0,0.0,57.0,79.0,0.0,0.0,1.0,0.0,118.0,1.0
zxing.csv,1.0,4.0,3.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0
