,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.7,0.33,0.71,0.94,0.77,0.23,1.0,0.26,0.7,0.36,0.56,0.73,0.58,0.57
flylinkdc.csv,0.7,0.85,0.57,0.65,0.41,0.49,0.92,0.92,0.26,0.82,0.56,0.4,0.54,0.32
grisbi.csv,0.89,0.71,0.86,0.71,0.77,0.95,1.0,0.92,0.85,0.99,1.0,0.9,0.96,0.98
jaolt.csv,0.57,0.65,0.64,0.41,0.35,0.58,0.83,1.0,0.64,0.63,0.11,0.27,0.38,0.68
maidsafe-dht.csv,0.22,0.33,0.64,0.53,0.56,0.79,0.58,0.58,0.86,0.42,0.0,0.29,0.21,0.79
mimosa.csv,0.65,0.92,0.86,1.0,0.64,0.93,0.83,0.84,0.58,0.74,1.0,0.84,0.67,0.45
n2cms.csv,0.84,0.73,0.71,0.47,0.39,0.4,0.92,0.47,0.88,0.53,0.44,0.45,0.54,0.62
nassp.csv,0.38,0.25,0.29,0.35,0.28,0.14,0.83,0.21,0.32,0.18,0.0,0.26,0.33,0.21
nug.csv,0.22,0.65,0.07,0.76,0.03,0.44,0.5,0.05,0.02,0.23,0.33,0.31,0.21,0.25
quantlib.csv,1.0,0.15,0.07,0.94,0.36,0.14,1.0,0.18,1.0,0.0,0.0,0.0,0.75,0.0
red5.csv,0.97,0.98,0.86,1.0,0.9,0.7,1.0,0.87,0.52,0.86,1.0,0.91,0.88,0.71
super-tux.csv,0.86,0.31,0.93,0.76,0.87,0.56,0.75,0.39,0.61,0.62,1.0,0.9,0.92,0.79
tcvp.csv,0.03,0.06,0.07,0.0,0.16,0.05,0.0,0.0,0.02,0.01,0.89,0.01,0.0,0.02
zxing.csv,0.86,0.62,0.79,0.53,0.53,0.37,0.83,0.97,0.7,0.73,0.22,0.48,0.29,0.77
