,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.17,0.58,0.5,0.01,0.76,0.51,0.34,0.44,0.07,0.92,0.01,0.34,0.66,0.53,0.06,0.61,0.0,0.41
ardour.csv,0.11,0.46,0.39,0.2,0.47,0.32,0.31,0.31,0.03,0.2,0.18,0.24,0.36,0.48,0.0,0.65,0.31,0.29
bacnet.csv,0.51,0.65,0.35,0.35,0.37,0.55,0.14,0.54,0.17,0.68,0.43,0.41,0.3,0.42,0.5,0.5,0.36,0.0
cortex-vfx.csv,0.06,0.17,0.24,0.47,0.19,0.32,0.14,0.27,0.31,0.08,0.31,0.45,0.3,0.23,0.11,0.42,0.12,0.24
enzo.csv,0.32,0.7,0.74,0.64,0.95,0.79,0.66,0.69,0.73,0.28,0.55,0.68,0.68,0.53,0.89,0.79,0.61,1.0
growl-for-windows.csv,0.13,0.01,0.0,0.05,0.46,0.19,0.43,0.0,0.14,0.0,0.39,0.0,0.16,0.06,0.17,0.09,0.16,0.53
heekscad.csv,0.32,0.18,0.17,0.54,0.47,0.28,0.43,0.38,0.27,0.0,0.35,0.43,0.18,0.42,0.5,0.69,0.39,0.18
minig.csv,0.89,0.92,0.87,1.0,0.32,0.92,0.83,0.83,0.93,1.0,0.87,0.76,0.98,0.77,0.78,0.66,1.0,0.59
multitude.csv,0.53,0.55,0.48,0.76,0.99,0.42,0.83,0.83,0.31,0.92,0.32,0.71,0.59,0.91,0.5,0.69,0.66,0.71
natpad.csv,0.6,0.73,0.5,0.55,0.39,0.47,0.14,0.69,0.2,0.88,0.54,0.44,0.36,0.41,0.39,0.54,0.34,0.12
open-ms.csv,0.26,0.18,0.59,0.28,0.29,0.35,0.34,0.35,0.36,0.04,0.14,0.36,0.64,0.67,0.17,0.62,0.34,0.65
planeshift.csv,0.64,0.79,0.35,0.72,0.8,0.92,0.8,0.89,0.73,0.92,0.71,0.95,0.57,0.99,0.83,0.66,0.55,1.0
rocrail.csv,0.38,0.23,0.35,0.49,0.95,0.31,0.6,0.56,0.42,0.16,0.71,0.47,0.18,0.66,0.67,0.28,0.5,0.82
salasaga.csv,0.53,0.63,0.39,0.3,0.41,0.59,0.14,0.58,0.15,0.6,0.32,0.25,0.23,0.35,0.5,0.45,0.25,0.0
xcsoar.csv,0.17,0.28,0.26,0.27,0.37,0.18,0.4,0.28,0.27,0.12,0.24,0.28,0.25,0.39,0.33,0.41,0.42,0.35
xemeiah.csv,0.36,0.69,0.3,0.22,0.82,0.31,0.66,0.46,0.1,0.92,0.45,0.46,0.45,0.57,0.5,0.41,0.48,0.47
xmoto.csv,0.11,0.25,0.3,0.18,0.27,0.6,0.26,0.41,0.44,0.0,0.86,0.34,0.23,0.18,0.28,0.82,0.41,0.24
zxing.csv,0.17,0.44,0.33,0.05,0.42,0.32,0.29,0.39,0.14,0.08,0.08,0.29,0.18,0.54,0.11,0.31,0.05,0.35
