,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.96,0.38,0.17,0.03,0.04,0.2,0.33,0.0,0.33,0.2,0.15,0.03,0.3,0.06,0.26,0.07,0.41,0.01,0.29
delphilhlplib.csv,0.92,0.29,0.28,0.15,0.61,0.47,0.53,0.13,0.44,0.35,0.02,0.13,0.28,0.11,0.32,0.24,0.55,0.09,0.82
exordium.csv,0.88,0.16,0.33,0.17,0.3,0.54,0.52,0.29,0.44,0.31,0.0,0.17,0.5,0.13,0.47,0.11,0.66,0.02,0.49
fltk.csv,0.5,0.23,0.28,0.26,0.29,0.6,0.54,0.32,0.11,0.43,0.49,0.14,0.04,0.23,0.37,0.45,0.72,0.18,0.2
genoviz.csv,0.12,0.04,0.44,0.0,0.0,0.2,0.18,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.04,0.07
gzigzag.csv,0.46,0.02,0.11,0.15,0.11,0.27,0.2,0.16,0.44,0.18,0.02,0.11,0.14,0.06,0.21,0.07,0.69,0.04,0.67
irrlicht.csv,1.0,0.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.08,0.01,0.17,0.59,0.39,0.14,0.12,0.32,0.44,0.45,0.0,0.34,0.18,0.19,0.32,0.36,0.9,0.0,0.38
moast.csv,0.25,1.0,0.67,0.46,0.34,0.92,0.4,0.48,1.0,0.25,1.0,0.44,0.19,0.32,0.21,1.0,0.03,1.0,0.69
mptvseries.csv,0.54,0.68,0.0,0.12,0.25,0.12,0.16,0.23,0.22,0.24,0.28,0.08,0.16,0.06,0.32,0.2,0.0,0.06,0.42
nativeclient.csv,0.38,0.66,0.83,0.31,0.79,0.62,0.49,0.26,0.67,0.37,0.43,0.48,0.59,0.49,0.42,0.56,0.86,0.29,0.71
openfrag.csv,0.92,0.87,0.89,0.4,0.55,0.6,0.77,0.19,0.67,0.55,0.02,0.24,0.32,0.23,0.37,0.42,0.76,0.23,0.91
phet.csv,0.25,0.5,0.28,0.3,0.59,0.43,0.28,0.71,0.67,0.69,0.36,0.89,0.92,0.87,0.58,0.65,0.66,0.75,0.31
qdvdauthor.csv,0.29,0.81,0.78,0.81,0.86,0.55,0.68,0.61,0.22,0.76,1.0,0.15,0.44,0.58,0.42,0.69,0.1,0.87,0.36
qse.csv,0.38,0.01,0.44,0.46,0.25,0.52,0.62,0.23,0.33,0.31,0.17,0.3,0.21,0.21,0.26,0.35,0.86,0.0,0.47
sauerbraten.csv,0.33,0.88,0.89,0.97,0.88,0.81,0.84,0.97,1.0,0.88,1.0,0.99,0.74,0.96,1.0,0.98,0.76,0.99,0.91
toped.csv,0.75,0.54,0.67,0.76,0.77,0.88,0.71,0.61,0.11,0.69,0.83,0.38,0.41,0.55,0.53,0.69,0.52,0.58,0.87
truevision.csv,0.67,0.0,0.33,0.32,0.66,0.16,0.38,0.16,0.56,0.37,0.0,0.2,0.37,0.17,0.47,0.4,0.97,0.02,0.31
zoolib.csv,0.67,0.07,0.61,0.12,0.39,0.57,0.31,0.06,0.22,0.31,0.04,0.18,0.22,0.06,0.47,0.31,0.86,0.04,0.42
